,region_name,decade,N_est,N_est_min,N_est_max,score,f>3
2351,Southwestern Europe,1630,3456.1415310138204,3288.2236587464713,3661.5498766310043,296.0,43.0
2352,Southwestern Europe,1640,6627.469502263702,6304.90789782919,7022.048379615289,557.0,71.0
2353,Southwestern Europe,1650,3194.327971249882,3039.6842390827187,3383.4985029842846,284.0,51.0
2354,Southwestern Europe,1660,4616.339837998755,4391.343163300608,4891.5707833118995,382.0,43.0
2355,Southwestern Europe,1670,3369.197463084639,3205.2618328473454,3569.7344645369885,284.0,37.0
2356,Southwestern Europe,1680,5710.575433030903,5431.154783921994,6052.38141526345,452.0,31.0
2357,Southwestern Europe,1690,3756.4271247423494,3573.243991359787,3980.508956324732,309.0,33.0
2358,Southwestern Europe,1700,5266.383059420404,5008.864741476802,5581.396648746362,420.0,32.0
2359,Southwestern Europe,1710,3834.371192671531,3647.2058172589127,4063.3243684187482,312.0,30.0
2360,Southwestern Europe,1720,5756.047466995493,5474.635696871556,6100.289121310458,460.0,36.0
2361,Southwestern Europe,1730,3890.3339046243186,3700.513701191663,4122.534643148092,318.0,32.0
2362,Southwestern Europe,1740,7337.456791614532,6978.391301904509,7776.689657143768,580.0,39.0
2363,Southwestern Europe,1750,5364.308483325979,5101.480509342303,5685.817198205051,418.0,22.0
2364,Southwestern Europe,1760,7185.568655756169,6834.467650106259,7615.058832955737,578.0,49.0
2365,Southwestern Europe,1770,6127.786450665007,5827.790884400811,6494.761044415865,482.0,30.0
2366,Southwestern Europe,1780,9201.170353985708,8750.513297584403,9752.444135306134,720.0,41.0
2367,Southwestern Europe,1790,6087.314416700416,5789.309971451247,6451.853338368857,479.0,30.0
2368,Southwestern Europe,1800,8554.617810552256,8135.818690391397,9066.920838554008,673.0,42.0
2369,Southwestern Europe,1810,7932.046623095197,7543.7780251647655,8407.002679166551,625.0,40.0
2370,Southwestern Europe,1820,9370.549167832267,8911.263920365842,9932.377528176503,727.0,35.0
2371,Southwestern Europe,1830,8412.220352682089,8000.722009576333,8915.592583048312,668.0,48.0
2372,Southwestern Europe,1840,18796.570369629124,17876.00875368125,19922.662762400014,1472.0,85.0
2373,Southwestern Europe,1850,17205.67036702189,16363.426177665107,18235.959657884367,1355.0,86.0
2374,Southwestern Europe,1860,24016.500039108545,22841.73864024211,25453.546567734695,1908.0,138.0
2375,Southwestern Europe,1870,19580.06698099176,18623.66518677338,20750.001471246156,1581.0,140.0
2376,Southwestern Europe,1880,32359.776323861453,30777.49882391932,34295.32373868899,2582.0,198.0
2377,Spain,580,7.259946838778521,5.752342683220527,10.445627575474866,1.0,0.0
2378,Spain,590,7.259946838778521,5.752342683220527,10.445627575474866,1.0,0.0
2379,Spain,750,7.795783132698514,6.7688718537339625,8.62651045751358,1.0,0.0
2380,Spain,820,15.591566265397027,13.537743707467925,17.25302091502716,2.0,0.0
2381,Spain,840,7.795783132698514,6.7688718537339625,8.62651045751358,1.0,0.0
2382,Spain,890,7.795783132698514,6.7688718537339625,8.62651045751358,1.0,0.0
2383,Spain,900,15.591566265397027,13.537743707467925,17.25302091502716,2.0,0.0
2384,Spain,940,7.795783132698514,6.7688718537339625,8.62651045751358,1.0,0.0
2385,Spain,980,7.795783132698514,6.7688718537339625,8.62651045751358,1.0,0.0
2386,Spain,990,15.591566265397027,13.537743707467925,17.25302091502716,2.0,0.0
2387,Spain,1040,16.602377181380838,14.901691204311946,19.06796542484387,2.0,0.0
2388,Spain,1050,8.301188590690419,7.450845602155973,9.533982712421935,1.0,0.0
