,individual_wikidata_id,individual_name,score,productive_year,birthyear,country_name,region_name,period
4303,Q467427,Utagawa Kunisada,74,1821.0,1786.0,Japan,Japan,1750
4304,Q11539999,Mori Gyokusen,5,1827.0,1792.0,Japan,Japan,1750
4305,Q11513735,Haruki Nanka,1,1853.0,1818.0,Japan,Japan,1800
4306,Q98117571,Satomura Shōtaku,4,1609.0,1574.0,Japan,Japan,1550
4307,Q22669222,Tenryū Dōjin,13,1753.0,1718.0,Japan,Japan,1700
4308,Q11445633,Seiko Okuhara,19,1872.0,1837.0,Japan,Japan,1800
4309,Q54867710,Tanaka Nikka,6,1808.0,1773.0,Japan,Japan,1750
4310,Q10862089,Matsudaira Munetake,2,1881.0,1846.0,Japan,Japan,1800
4311,Q11460919,Kendō Kozone,6,1863.0,1828.0,Japan,Japan,1800
4312,Q60229786,Kanda Fukukichi,1,1859.0,1824.0,Japan,Japan,1800
4313,Q6131301,Yamamoto Kakuma,10,1863.0,1828.0,Japan,Japan,1800
4314,Q22129388,Ki Baitei,16,1809.0,1774.0,Japan,Japan,1750
4315,Q24865956,Sukei Ko,1,1795.0,1760.0,Japan,Japan,1750
4316,Q3494527,San'yūtei Enchō,19,1874.0,1839.0,Japan,Japan,1800
4317,Q707533,Kume Kunitake,26,1874.0,1839.0,Japan,Japan,1800
4318,Q3128825,Hayashi Jussai,13,1803.0,1768.0,Japan,Japan,1750
4319,Q11655476,Hazama Shigetomi,10,1791.0,1756.0,Japan,Japan,1750
4320,Q16859714,Iwai Hanshiro I,1,1687.0,1652.0,Japan,Japan,1650
4321,Q3547876,Ukon Genzaemon,1,1657.0,1622.0,Japan,Japan,1600
4322,Q723243,Fujiwara no Akisuke,11,1125.0,1090.0,Japan,Japan,1050
4323,Q11354312,Mitsui Shinna,6,1735.0,1700.0,Japan,Japan,1700
4324,Q11575905,Tanaka Yoshio,13,1873.0,1838.0,Japan,Japan,1800
4325,Q11599391,Yasuharu Takeishi,1,1880.0,1845.0,Japan,Japan,1800
4326,Q92924536,Kumasaka Taishū,3,1774.0,1739.0,Japan,Japan,1700
4327,Q3511675,Sō Shiseki,26,1750.0,1715.0,Japan,Japan,1700
4328,Q6561857,Kaiho Seiryō,14,1790.0,1755.0,Japan,Japan,1750
4329,Q40030937,Yamaoka Jirō,5,1885.0,1850.0,Japan,Japan,1850
4330,Q10865731,Miyoshi Yasunaga,1,1585.0,1550.0,Japan,Japan,1550
4331,Q22128286,Saitō Shūho,9,1803.0,1768.0,Japan,Japan,1750
4332,Q6537486,Fujitani Mitsue,13,1803.0,1768.0,Japan,Japan,1750
4333,Q10917118,Minchō,23,1387.0,1352.0,Japan,Japan,1350
4334,Q11545169,Utagawa Yoshimaru II,3,1879.0,1844.0,Japan,Japan,1800
4335,Q11554824,Ikukatsu Izumi,2,1885.0,1850.0,Japan,Japan,1850
4336,Q52117198,Asaoka Okisada,10,1835.0,1800.0,Japan,Japan,1800
4337,Q1385286,Sugita Genpaku,26,1768.0,1733.0,Japan,Japan,1700
4338,Q11517007,Hattori Sessai,8,1842.0,1807.0,Japan,Japan,1800
4339,Q99340049,Amano Tōrin,5,1674.0,1639.0,Japan,Japan,1600
4340,Q28931,Kanō Masanobu,23,1469.0,1434.0,Japan,Japan,1400
4341,Q11523544,Kōei Murakoshi,6,1875.0,1840.0,Japan,Japan,1800
4342,Q1641297,Sōchō,19,1483.0,1448.0,Japan,Japan,1400
4343,Q11545183,Utagawa Yoshiharu,18,1863.0,1828.0,Japan,Japan,1800
4344,Q11625709,Shinkirō Ryūgoku,1,1862.0,1827.0,Japan,Japan,1800
4345,Q6564629,Hosoi Kōtaku,14,1693.0,1658.0,Japan,Japan,1650
4346,Q6564123,Nukina Sūō,28,1813.0,1778.0,Japan,Japan,1750
4347,Q11620976,Katsu Jagyoku,2,1770.0,1735.0,Japan,Japan,1700
4348,Q923562,Sōgi,22,1456.0,1421.0,Japan,Japan,1400
4349,Q7684103,Tanzan,7,1854.0,1819.0,Japan,Japan,1800
4350,Q3076602,Toba Sōjō,20,1088.0,1053.0,Japan,Japan,1050
4351,Q17193360,Ito Heizaemon,1,1864.0,1829.0,Japan,Japan,1800
4352,Q16637436,Fujiwara no Tamenobu,1,1285.0,1250.0,Japan,Japan,1250
4353,Q3532591,Tosa Yukihiro,3,1385.0,1350.0,Japan,Japan,1350
4354,Q3511681,Sōhei,15,1833.0,1804.0,Japan,Japan,1800
4355,Q11622673,Fujii Ikko,1,1878.0,1843.0,Japan,Japan,1800
4356,Q11646381,Kanai Ushū,7,1831.0,1796.0,Japan,Japan,1750
4357,Q1723424,Sazan Kan,21,1783.0,1748.0,Japan,Japan,1700
4358,Q11480535,Ichiki Shirō,10,1864.0,1829.0,Japan,Japan,1800
4359,Q200798,Utagawa Hiroshige,134,1832.0,1797.0,Japan,Japan,1750
4360,Q11376888,Imao Keinen,30,1880.0,1845.0,Japan,Japan,1800
4361,Q439378,Nijō-in no Sanuki,9,1176.0,1141.0,Japan,Japan,1100
4362,Q49073382,Kashösai Shunsen,1,1797.0,1762.0,Japan,Japan,1750
4363,Q65018451,Imamura Yūrin,5,1880.0,1845.0,Japan,Japan,1800
4364,Q11545786,Takei Yōsetsu,1,1851.0,1816.0,Japan,Japan,1800
4365,Q3201313,Kōshō,2,1285.0,1250.0,Japan,Japan,1250
4366,Q11468870,Yamamoto Kōichi,1,1878.0,1843.0,Japan,Japan,1800
4367,Q3482111,Shima Kakoku,14,1862.0,1827.0,Japan,Japan,1800
4368,Q11565901,Sawamura Sōjūrō I,3,1720.0,1685.0,Japan,Japan,1650
4369,Q11531060,Matsumoto Kōshirō VI,2,1846.0,1811.0,Japan,Japan,1800
4370,Q11366196,Nakabayashi Gochiku,9,1862.0,1827.0,Japan,Japan,1800
4371,Q11632911,Tani Kankan,1,1799.0,1769.0,Japan,Japan,1750
4372,Q11533137,Hayashi Seijuro,2,1860.0,1825.0,Japan,Japan,1800
4373,Q11544255,Tachibanaya Rinkyō,1,1880.0,1845.0,Japan,Japan,1800
4374,Q946932,Katsuragawa Hoshū,17,1786.0,1751.0,Japan,Japan,1750
4375,Q11429425,Sumie Buzen,10,1769.0,1734.0,Japan,Japan,1700
4376,Q11667307,Kumazō Kagawa,9,1879.0,1844.0,Japan,Japan,1800
4377,Q11480210,Danjūrō Ichikawa VI,2,1799.0,1778.0,Japan,Japan,1750
4378,Q3432034,Rikei,5,1565.0,1530.0,Japan,Japan,1500
4379,Q6729121,Maeda Toshiyasu,10,1835.0,1800.0,Japan,Japan,1800
4380,Q11562794,Watanabe On,10,1872.0,1837.0,Japan,Japan,1800
4381,Q22124297,Ichikawa Ebijūrō II,2,1841.0,1806.0,Japan,Japan,1800
4382,Q11468991,Morihiro Yamamoto,2,1786.0,1751.0,Japan,Japan,1750
4383,Q90864192,Kinugawa Kansai,1,1804.0,1769.0,Japan,Japan,1750
4384,Q11530771,Toko Matsuki,2,1871.0,1836.0,Japan,Japan,1800
4385,Q11618520,Arakawa Kisai,1,1862.0,1827.0,Japan,Japan,1800
4386,Q3090617,Dōin,2,1125.0,1090.0,Japan,Japan,1050
4387,Q101217606,Nakamura Nakazō II,1,1794.0,1759.0,Japan,Japan,1750
4388,Q3331051,Mutō Shui,1,1385.0,1350.0,Japan,Japan,1350
4389,Q11575248,Tanaka Kyūgu,7,1697.0,1662.0,Japan,Japan,1650
4390,Q11623167,Sadanobu Fujiwara,10,1123.0,1088.0,Japan,Japan,1050
4391,Q11545971,Yasuya Takeichi,5,1882.0,1847.0,Japan,Japan,1800
