,individual_wikidata_id,individual_name,score,productive_year,birthyear,country_name,region_name,period
807,Q3935110,Ricordano Malispini,27,1255.0,1220.0,Italy,Italy,1200
808,Q94888828,Giovanni Paolo Dotti,3,1742.0,1707.0,Italy,Italy,1700
809,Q4014527,Virginio Bracci,18,1773.0,1738.0,Italy,Italy,1700
810,Q3635050,Barnaba Cigala Casero,3,1635.0,1600.0,Italy,Italy,1600
811,Q109876917,Francesco Amalteo,6,1802.0,1767.0,Italy,Italy,1750
812,Q3792363,Ignazio Pasini,6,1834.0,1799.0,Italy,Italy,1750
813,Q583749,Luigi Battiferri,23,1635.0,1600.0,Italy,Italy,1600
814,Q3266497,Luigi Montabone,14,1877.0,1850.0,Italy,Italy,1850
815,Q21400672,Domenico Ghislandi,6,1655.0,1620.0,Italy,Italy,1600
816,Q93253551,Girolamo Tagliazucchi,5,1709.0,1674.0,Italy,Italy,1650
817,Q42747672,Giovanni Battista Semeria,16,1814.0,1779.0,Italy,Italy,1750
818,Q3939598,Rocco Rodio,20,1570.0,1535.0,Italy,Italy,1500
819,Q4212762,Paolo Canciani,17,1760.0,1725.0,Italy,Italy,1700
820,Q55227783,Mattia Franceschini,3,1750.0,1715.0,Italy,Italy,1700
821,Q55226885,Giorgio Dati,22,1541.0,1506.0,Italy,Italy,1500
822,Q47461810,Anton Domenico Parodi,2,1679.0,1644.0,Italy,Italy,1600
823,Q19600735,Giovanni Coccapani,10,1617.0,1582.0,Italy,Italy,1550
824,Q20246879,Antonio Cugini,7,1712.0,1677.0,Italy,Italy,1650
825,Q21645477,Adamo Ghisi,7,1565.0,1530.0,Italy,Italy,1500
826,Q3992820,Tommaso Niccolò d'Aquino,16,1700.0,1665.0,Italy,Italy,1650
827,Q106081512,Marco Treves,11,1849.0,1814.0,Italy,Italy,1800
828,Q945792,Carlo Emery,31,1883.0,1848.0,Italy,Italy,1800
829,Q3703528,Davide Corte,5,1637.0,1602.0,Italy,Italy,1600
830,Q938058,Jean Germain Drouais,42,1788.0,1763.0,Italy,Italy,1750
831,Q12631503,Giovanni Francesco Camocio,42,1536.0,1501.0,Italy,Italy,1500
832,Q23829671,Giovanni Brighenti,4,1817.0,1782.0,Italy,Italy,1750
833,Q108176805,Giuseppe Antonini,2,1868.0,1833.0,Italy,Italy,1800
834,Q927177,Giacomo Insanguine,33,1763.0,1728.0,Italy,Italy,1700
835,Q2832828,Alessandro Zorzi,14,1779.0,1747.0,Italy,Italy,1700
836,Q1061864,Agostino Ciampelli,47,1600.0,1565.0,Italy,Italy,1550
837,Q98151011,Pietro Lasena,14,1625.0,1590.0,Italy,Italy,1550
838,Q3034758,Domenico Puccini,33,1807.0,1772.0,Italy,Italy,1750
839,Q3620246,Antonio Stom,12,1723.0,1688.0,Italy,Italy,1650
840,Q2332787,Niccolò di Piero Lamberti,19,1405.0,1370.0,Italy,Italy,1350
841,Q3645672,Bruno Busale,2,1565.0,1530.0,Italy,Italy,1500
842,Q480080,Wladimir Swertschkoff,11,1856.0,1821.0,Italy,Italy,1800
843,Q3713108,Domenico Mancinelli,8,1759.0,1724.0,Italy,Italy,1700
844,Q19278320,Diomede Borghesi,18,1574.0,1539.0,Italy,Italy,1500
845,Q110081077,Ambrogio Fermini,7,1846.0,1811.0,Italy,Italy,1800
846,Q3992745,Tommaso Cornelio,32,1649.0,1614.0,Italy,Italy,1600
847,Q705182,Alessandro Specchi,56,1703.0,1668.0,Italy,Italy,1650
848,Q1412583,William Howitt,45,1827.0,1792.0,Italy,Italy,1750
849,Q3616786,Angela Veronese,18,1813.0,1778.0,Italy,Italy,1750
850,Q3659114,Carlo Bovio,26,1649.0,1614.0,Italy,Italy,1600
851,Q110368304,Iginia Massarini,7,1885.0,1850.0,Italy,Italy,1850
852,Q2880132,Niccolò Cabeo,24,1621.0,1586.0,Italy,Italy,1550
853,Q3770059,Giuseppe Barbieri,16,1812.0,1777.0,Italy,Italy,1750
854,Q3615741,Andrea Gastaldi,30,1861.0,1826.0,Italy,Italy,1800
855,Q3771660,Giuseppe Zurria,11,1845.0,1810.0,Italy,Italy,1800
856,Q1356033,Giovanni Battista Buonamente,38,1630.0,1595.0,Italy,Italy,1550
857,Q3766106,Giovanni Battista Spinelli,20,1647.0,1613.0,Italy,Italy,1600
858,Q1092358,Pacecco De Rosa,32,1642.0,1607.0,Italy,Italy,1600
859,Q47481369,Bernardo Pallastrelli,11,1842.0,1807.0,Italy,Italy,1800
860,Q3708531,Dionisio Cassitto,1,1844.0,1809.0,Italy,Italy,1800
861,Q60717241,Mihael Grandi,10,1753.0,1718.0,Italy,Italy,1700
862,Q3105122,Giambattista Raimondi,8,1571.0,1536.0,Italy,Italy,1500
863,Q248615,Benozzo Gozzoli,93,1455.0,1420.0,Italy,Italy,1400
864,Q3807568,Jean-Antoine Gal,3,1830.0,1795.0,Italy,Italy,1750
865,Q61476780,Battista Alessandro Jaconello,10,1436.0,1401.0,Italy,Italy,1400
866,Q109382186,Luca Valenziano,14,1505.0,1470.0,Italy,Italy,1450
867,Q22343608,Giorgio Vasari,27,1597.0,1562.0,Italy,Italy,1550
868,Q659093,Benedetto Dei,20,1453.0,1418.0,Italy,Italy,1400
869,Q2866349,Ascanio Trombetti,24,1579.0,1544.0,Italy,Italy,1500
870,Q3945971,Salvatore Bongi,30,1860.0,1825.0,Italy,Italy,1800
871,Q4013593,Vincenzo de Barberis,7,1525.0,1490.0,Italy,Italy,1450
872,Q97667396,James DeVeaux,12,1844.0,1812.0,Italy,Italy,1800
873,Q3605257,Adeodato Malatesta,38,1841.0,1806.0,Italy,Italy,1800
874,Q1666932,Josef Wielhorski,17,1852.0,1817.0,Italy,Italy,1800
875,Q822926,Bernardino Poccetti,66,1583.0,1548.0,Italy,Italy,1500
876,Q18600108,Thomas Dessoulavy,14,1836.0,1801.0,Italy,Italy,1800
877,Q110503790,Piero Monaldi,3,1594.0,1559.0,Italy,Italy,1550
878,Q39788916,Francesco Antonibon di Venezia,6,1844.0,1809.0,Italy,Italy,1800
879,Q43130841,Filippo Giuntotardi,24,1803.0,1768.0,Italy,Italy,1750
880,Q3638052,Benedetto Buommattei,33,1616.0,1581.0,Italy,Italy,1550
881,Q63975545,Vitantonio Pizzolante,2,1860.0,1825.0,Italy,Italy,1800
882,Q3151406,Innocenzo Ansaldi,29,1769.0,1734.0,Italy,Italy,1700
883,Q94527471,Bartolomeo Bevilacqua,4,1775.0,1740.0,Italy,Italy,1700
884,Q3560663,Virginia Ramponi-Andreini,8,1618.0,1583.0,Italy,Italy,1550
885,Q51077305,Niccolo Guardi,11,1750.0,1715.0,Italy,Italy,1700
886,Q831739,Johann Martin von Wagner,33,1812.0,1777.0,Italy,Italy,1750
887,Q96750780,Franz I. Knebel,4,1822.0,1789.0,Italy,Italy,1750
888,Q969391,Juan Valverde de Amusco,31,1560.0,1525.0,Italy,Italy,1500
889,Q3766441,Giovanni Antonio De Pieri,14,1706.0,1671.0,Italy,Italy,1650
890,Q3530973,Tomasino da Vimercate,2,1385.0,1350.0,Italy,Italy,1350
891,Q512183,Ippolito Rosellini,50,1835.0,1800.0,Italy,Italy,1800
892,Q3619362,Antonio Cappelli,3,1884.0,1849.0,Italy,Italy,1800
893,Q51581465,Francesco Cavrioli,7,1635.0,1600.0,Italy,Italy,1600
894,Q52154155,Giacomo Monari,6,1719.0,1684.0,Italy,Italy,1650
895,Q71701900,Baldassarre Grasso,1,1699.0,1664.0,Italy,Italy,1650
896,Q3119474,Guido di Graziano,2,1285.0,1250.0,Italy,Italy,1250
897,Q3734436,Eugenio Tano,12,1875.0,1840.0,Italy,Italy,1800
898,Q111796923,Giuseppe Patroni,11,1885.0,1850.0,Italy,Italy,1850
899,Q16853417,Leonardo Oliviero,15,1724.0,1689.0,Italy,Italy,1650
900,Q55228165,Alessandro Ghivizzani,9,1607.0,1572.0,Italy,Italy,1550
901,Q7413023,Samuele Levi,21,1848.0,1813.0,Italy,Italy,1800
902,Q2849489,Angelo Paglia,8,1716.0,1681.0,Italy,Italy,1650
903,Q3263041,Louis Roguet,5,1850.0,1824.0,Italy,Italy,1800
904,Q5615265,Guglielmo de Sanctis,29,1864.0,1829.0,Italy,Italy,1800
905,Q312615,Adrian Willaert,62,1525.0,1490.0,Italy,Italy,1450
906,Q28793950,Serafino della Salandra,13,1630.0,1595.0,Italy,Italy,1550
907,Q21193703,Domenico Sacchinelli,8,1801.0,1766.0,Italy,Italy,1750
908,Q604939,Antonio Salviati,31,1851.0,1816.0,Italy,Italy,1800
909,Q772585,Antonio Buccellati,22,1866.0,1831.0,Italy,Italy,1800
910,Q28599897,Giovanni Antonio Mari,2,1687.0,1652.0,Italy,Italy,1650
911,Q3107938,Giulio Raibolini,21,1522.0,1487.0,Italy,Italy,1450
912,Q324091,Baccio Baldini,39,1471.0,1436.0,Italy,Italy,1400
913,Q3766390,Giovanni Anastasio Pozzobon,8,1748.0,1713.0,Italy,Italy,1700
914,Q99333536,Vincenzo Santini,12,1842.0,1807.0,Italy,Italy,1800
915,Q17277722,Giovanni Battista dell’Ottonaio,14,1517.0,1482.0,Italy,Italy,1450
916,Q18507796,Antonio Bosa,14,1815.0,1780.0,Italy,Italy,1750
917,Q22334087,Giulio Landi,26,1533.0,1498.0,Italy,Italy,1450
918,Q3068734,Ferdinando Sanfelice,34,1710.0,1675.0,Italy,Italy,1650
919,Q15253386,Simon Ardé,5,1629.0,1594.0,Italy,Italy,1550
920,Q2260837,Antonio da Alatri,7,1385.0,1350.0,Italy,Italy,1350
921,Q3762046,Giacomo Colombo,8,1698.0,1663.0,Italy,Italy,1650
922,Q18354976,Feliciano Strepponi,20,1832.0,1797.0,Italy,Italy,1750
923,Q21418903,Filippo Invernizi,18,1822.0,1787.0,Italy,Italy,1750
924,Q21513741,Hieronymus Gander,12,1867.0,1832.0,Italy,Italy,1800
925,Q1441192,Francesco Pozzi,15,1739.0,1704.0,Italy,Italy,1700
926,Q56024928,Angelo Falconetto,17,1542.0,1507.0,Italy,Italy,1500
927,Q5982741,Luis Alonso de Lugo,1,1541.0,1506.0,Italy,Italy,1500
928,Q61474851,Celeste Clericetti,6,1870.0,1835.0,Italy,Italy,1800
929,Q3502625,Giuseppe Jannaconi,18,1775.0,1740.0,Italy,Italy,1700
930,Q946107,Andrea Busati,12,1485.0,1450.0,Italy,Italy,1450
931,Q5733977,Brigida Bianchi,15,1648.0,1613.0,Italy,Italy,1600
932,Q3617124,Angelo Paggi,7,1824.0,1789.0,Italy,Italy,1750
933,Q3165946,Jean François Bastide,31,1759.0,1724.0,Italy,Italy,1700
934,Q3946042,Salvatore Fabbrichesi,10,1807.0,1772.0,Italy,Italy,1750
935,Q97647017,Giovan Battista Costa,8,1732.0,1697.0,Italy,Italy,1650
936,Q100912274,Mutio Effrem,8,1584.0,1549.0,Italy,Italy,1500
937,Q55683342,Tommaso Luigi Berta,6,1818.0,1783.0,Italy,Italy,1750
938,Q3615898,Andrea Naccari,17,1876.0,1841.0,Italy,Italy,1800
939,Q24736398,Romualdo Bobba,14,1863.0,1828.0,Italy,Italy,1800
940,Q3615622,Andrea Comparetti,32,1781.0,1746.0,Italy,Italy,1700
941,Q3640102,Bindo Bonichi,25,1295.0,1260.0,Italy,Italy,1250
942,Q102279739,Federico Dallari,1,1845.0,1810.0,Italy,Italy,1800
943,Q60023481,Giovanni Battista Cereseto,19,1851.0,1816.0,Italy,Italy,1800
944,Q15142810,Maria Anna Sala,8,1864.0,1829.0,Italy,Italy,1800
945,Q18945592,Lelio Cosatti,11,1736.0,1701.0,Italy,Italy,1700
946,Q18223891,Camillo Mantovano,1,1536.0,1501.0,Italy,Italy,1500
947,Q179771,Michelangelo Tilli,24,1690.0,1655.0,Italy,Italy,1650
948,Q88195088,Federico Frangipane,6,1565.0,1530.0,Italy,Italy,1500
949,Q919480,Mambrino Roseo,24,1535.0,1500.0,Italy,Italy,1500
950,Q2857226,Antonio Capulongo,3,1584.0,1549.0,Italy,Italy,1500
951,Q3992797,Tommaso Malvito,9,1436.0,1401.0,Italy,Italy,1400
952,Q3839320,Luigi Bellincioni,10,1877.0,1842.0,Italy,Italy,1800
953,Q23926962,Carlo Buratti,16,1686.0,1651.0,Italy,Italy,1650
954,Q2152558,Willem Backereel,13,1605.0,1570.0,Italy,Italy,1550
955,Q7406721,Salvi Castellucci,26,1643.0,1608.0,Italy,Italy,1600
956,Q21842514,Filippo Indoni,19,1877.0,1842.0,Italy,Italy,1800
957,Q3768939,Girolamo Lombardo,13,1541.0,1506.0,Italy,Italy,1500
958,Q16030569,Pacifico Buzio,7,1878.0,1843.0,Italy,Italy,1800
959,Q612634,Vincenzo Capirola,28,1509.0,1474.0,Italy,Italy,1450
960,Q3876586,Nicolò Stizzìa,2,1577.0,1542.0,Italy,Italy,1500
961,Q55901911,Angelo Gualandris,16,1785.0,1750.0,Italy,Italy,1750
962,Q3960729,Silvestro Gherardi,31,1837.0,1802.0,Italy,Italy,1800
963,Q3750031,Francesco Genala,16,1878.0,1843.0,Italy,Italy,1800
964,Q108436822,Angelo Cuccoli,8,1869.0,1834.0,Italy,Italy,1800
965,Q25403644,Simone Genga,7,1565.0,1530.0,Italy,Italy,1500
966,Q323707,Henri Cernuschi,44,1856.0,1821.0,Italy,Italy,1800
967,Q18758586,Aurelio Betri,2,1869.0,1834.0,Italy,Italy,1800
968,Q3660168,Carlotta Marchisio,8,1871.0,1836.0,Italy,Italy,1800
969,Q1395790,Francesco Antonio Vallotti,42,1732.0,1697.0,Italy,Italy,1650
970,Q32833,Teofilo Folengo,82,1531.0,1496.0,Italy,Italy,1450
971,Q55227294,Gaetano Fabiani,5,1876.0,1841.0,Italy,Italy,1800
972,Q21548641,Marc'antonio de Santis,1,1585.0,1550.0,Italy,Italy,1550
973,Q3876177,Nicola D'Arienzo,26,1877.0,1842.0,Italy,Italy,1800
974,Q3291056,Maria Spezia-Aldighieri,10,1863.0,1828.0,Italy,Italy,1800
975,Q1126910,Conrad Martin Metz,39,1784.0,1749.0,Italy,Italy,1700
976,Q3435495,Robert Isaac Wilberforce,39,1837.0,1802.0,Italy,Italy,1800
977,Q3417713,Raimo Epifanio Tesauro,4,1511.0,1480.0,Italy,Italy,1450
978,Q57477543,Francesco della Porta,11,1625.0,1590.0,Italy,Italy,1550
979,Q3953745,Sebastiano Cherici,13,1682.0,1647.0,Italy,Italy,1600
980,Q177415,Bartolo di Fredi,56,1365.0,1330.0,Italy,Italy,1300
981,Q3762171,Giacomo Margotti,32,1858.0,1823.0,Italy,Italy,1800
982,Q16059935,Lot Torelli,8,1870.0,1835.0,Italy,Italy,1800
983,Q2550850,Domenico Allegri,20,1620.0,1585.0,Italy,Italy,1550
984,Q98807802,Rosario Scuderi,18,1802.0,1767.0,Italy,Italy,1750
985,Q41316897,Orazio Grevenbroeck,8,1711.0,1676.0,Italy,Italy,1650
986,Q7420121,Luigi Rados,39,1808.0,1773.0,Italy,Italy,1750
987,Q650034,Pietro Gonnella,13,1425.0,1390.0,Italy,Italy,1350
988,Q641850,Giovanni Antonio Battarra,29,1749.0,1714.0,Italy,Italy,1700
989,Q53503836,Lorenzo Lorenzi,7,1776.0,1750.0,Italy,Italy,1750
990,Q1145621,Girolamo Salieri,14,1829.0,1794.0,Italy,Italy,1750
991,Q16559091,Gian Domenico Bertoli,27,1711.0,1676.0,Italy,Italy,1650
992,Q15768227,Giambattista Carrara Spinelli,8,1814.0,1779.0,Italy,Italy,1750
993,Q3077070,Michał Tyszkiewicz,23,1863.0,1828.0,Italy,Italy,1800
994,Q3768904,Girolamo Busale,2,1555.0,1520.0,Italy,Italy,1500
995,Q1525800,Giovan Battista Aleotti,55,1581.0,1546.0,Italy,Italy,1500
996,Q2387268,Henri Lehon,24,1844.0,1809.0,Italy,Italy,1800
997,Q3750556,Francesco Rossetti,25,1868.0,1833.0,Italy,Italy,1800
998,Q3983938,Teofilo Torri,11,1589.0,1554.0,Italy,Italy,1550
999,Q20769516,Andrea Mainardi,9,1536.0,1501.0,Italy,Italy,1500
1000,Q3382738,Pier Paolo Parisio,41,1508.0,1473.0,Italy,Italy,1450
1001,Q94294688,Riccardo Ceroni,15,1841.0,1806.0,Italy,Italy,1800
1002,Q2248101,Filippo Rusuti,13,1290.0,1255.0,Italy,Italy,1250
1003,Q2886093,Bartolomeo Uliari,6,1355.0,1320.0,Italy,Italy,1300
1004,Q495164,Andrea Tafi,10,1248.0,1213.0,Italy,Italy,1200
1005,Q3845601,Marcello Giovanetti,18,1631.0,1598.0,Italy,Italy,1550
1006,Q3852056,Matteo Antegnati,2,1563.0,1528.0,Italy,Italy,1500
1007,Q57781250,Giuseppe Maria Tanfani,6,1724.0,1689.0,Italy,Italy,1650
1008,Q3610093,Alessandro Luzzago,10,1586.0,1551.0,Italy,Italy,1550
1009,Q3914997,Teodor Rygier,15,1876.0,1841.0,Italy,Italy,1800
1010,Q3762100,James Philip Lacaita,25,1848.0,1813.0,Italy,Italy,1800
1011,Q3208271,Jacopo di Michele,3,1385.0,1350.0,Italy,Italy,1350
1012,Q3107113,Giovanni Bonini,2,1301.0,1350.0,Italy,Italy,1350
1013,Q3762263,Giacomo Santarelli,1,1821.0,1786.0,Italy,Italy,1750
1014,Q41964543,Giacomo Giorgetti,11,1638.0,1603.0,Italy,Italy,1600
1015,Q1338457,Emmanuele Antonio Cicogna,42,1824.0,1789.0,Italy,Italy,1750
1016,Q3903803,Pietro Costa,15,1884.0,1849.0,Italy,Italy,1800
1017,Q6695873,Luca Ciamberlano,32,1615.0,1580.0,Italy,Italy,1550
1018,Q18814567,Mattia Palmerio,1,1458.0,1423.0,Italy,Italy,1400
1019,Q97487808,Francesco Passarini,17,1671.0,1636.0,Italy,Italy,1600
1020,Q55282125,Aurelia Petrucci,6,1542.0,1511.0,Italy,Italy,1500
1021,Q21414454,Bernardino Cantone,6,1540.0,1505.0,Italy,Italy,1500
1022,Q3615086,Anastasio De Filiis,9,1608.0,1577.0,Italy,Italy,1550
1023,Q112309755,Girolamo Gabrielli,7,1596.0,1561.0,Italy,Italy,1550
1024,Q3762401,Pietro Canneti,19,1694.0,1659.0,Italy,Italy,1650
1025,Q98380964,Antonio Maria Lari,12,1538.0,1503.0,Italy,Italy,1500
1026,Q16059800,Clementina Morgari Lomazzi,5,1854.0,1819.0,Italy,Italy,1800
1027,Q822860,Bernardin Pitschieler,7,1810.0,1775.0,Italy,Italy,1750
1028,Q3750320,Francesco Montefredini,12,1862.0,1827.0,Italy,Italy,1800
1029,Q3759801,Gennaro Della Monica,16,1871.0,1836.0,Italy,Italy,1800
1030,Q3663234,Cataldo Antonio Mannarino,16,1603.0,1568.0,Italy,Italy,1550
1031,Q21209090,Adelaide Tessero,5,1877.0,1842.0,Italy,Italy,1800
1032,Q20525716,Lovro Borčić,5,1880.0,1845.0,Italy,Italy,1800
1033,Q107094712,Lorenzo Antico,8,1585.0,1550.0,Italy,Italy,1550
1034,Q5290091,Domenico Francia,13,1737.0,1702.0,Italy,Italy,1700
1035,Q18416097,Antonio Del Fante,8,1805.0,1770.0,Italy,Italy,1750
1036,Q764430,August Weckesser,18,1856.0,1821.0,Italy,Italy,1800
1037,Q64840853,Francesco Boccardi,1,1515.0,1480.0,Italy,Italy,1450
1038,Q95236365,Giovanni Polli,7,1861.0,1826.0,Italy,Italy,1800
1039,Q19510403,Michele Santangelo,4,1831.0,1796.0,Italy,Italy,1750
1040,Q20088721,Enrico Francesco Canziani,4,1883.0,1848.0,Italy,Italy,1800
1041,Q1441194,Francesco Podesti,46,1835.0,1800.0,Italy,Italy,1800
1042,Q1872946,Luca Antonio Busati,6,1505.0,1470.0,Italy,Italy,1450
1043,Q1997105,Norbert Pfretzschner,14,1885.0,1850.0,Italy,Italy,1850
1044,Q3961210,Simone de Magistris,23,1573.0,1538.0,Italy,Italy,1500
1045,Q3770249,Giuseppe Carlo Del Bue,5,1832.0,1797.0,Italy,Italy,1750
1046,Q5864777,Francesco Panizzi,5,1852.0,1817.0,Italy,Italy,1800
1047,Q3743139,Domenico Caprioli,26,1528.0,1494.0,Italy,Italy,1450
1048,Q1381744,Pasquale Stanislao Mancini,50,1852.0,1817.0,Italy,Italy,1800
1049,Q16661285,Louis Brandin,8,1605.0,1570.0,Italy,Italy,1550
1050,Q16557289,Francesco Lazzari,16,1826.0,1791.0,Italy,Italy,1750
1051,Q3756985,Gaetano Foschini,20,1871.0,1836.0,Italy,Italy,1800
1052,Q3614269,Amico Ricci,24,1829.0,1794.0,Italy,Italy,1750
1053,Q55676071,Giovanni Battista da Gagliano,17,1629.0,1594.0,Italy,Italy,1550
1054,Q102076050,Lazzaro Damezzano,1,1851.0,1816.0,Italy,Italy,1800
1055,Q3108002,Giuseppe Caletti,35,1635.0,1600.0,Italy,Italy,1600
1056,Q3107528,Giovanni da Oriolo,9,1474.0,1450.0,Italy,Italy,1450
1057,Q3875849,Niccolò Cerbara,15,1828.0,1793.0,Italy,Italy,1750
1058,Q109854453,Agostino Palazzi,3,1760.0,1725.0,Italy,Italy,1700
1059,Q603707,Antonio Molinari,38,1690.0,1655.0,Italy,Italy,1650
1060,Q55227107,Mario di Leo,10,1535.0,1500.0,Italy,Italy,1500
1061,Q3659061,Carlo Beretta,4,1725.0,1690.0,Italy,Italy,1650
1062,Q5565524,Giuseppe Santarelli,11,1745.0,1710.0,Italy,Italy,1700
1063,Q87721076,Antonio Loraghi,3,1661.0,1626.0,Italy,Italy,1600
1064,Q100149037,Gaetano Brizzi,3,1839.0,1804.0,Italy,Italy,1800
1065,Q16587404,Pasquale Bruscolini,1,1753.0,1718.0,Italy,Italy,1700
1066,Q94829592,Agostino Seiter,7,1718.0,1683.0,Italy,Italy,1650
1067,Q99670907,Gaetano Centanaro,2,1883.0,1848.0,Italy,Italy,1800
1068,Q1709100,Timoteo Viti,44,1504.0,1469.0,Italy,Italy,1450
1069,Q12032638,Ladislav Josef Filip Pavel Sawerthal,18,1884.0,1849.0,Italy,Italy,1800
1070,Q12957258,Giuseppe Maria Soli,19,1782.0,1747.0,Italy,Italy,1700
1071,Q1853073,Rutilio di Lorenzo Manetti,55,1606.0,1571.0,Italy,Italy,1550
1072,Q4865503,Bartolomeo Bassi,6,1635.0,1600.0,Italy,Italy,1600
1073,Q2737198,Giovanni Maria Francesco Rondani,22,1525.0,1490.0,Italy,Italy,1450
1074,Q51316435,Bernardino Giani,8,1858.0,1823.0,Italy,Italy,1800
1075,Q61483702,Ascanio Centorio Degli Ortensi,27,1559.0,1550.0,Italy,Italy,1550
1076,Q55108333,Joseph Achten,10,1857.0,1822.0,Italy,Italy,1800
1077,Q102035850,Gaetano dalla Baratta,11,1850.0,1815.0,Italy,Italy,1800
1078,Q16027623,Sarkis Rizzi,4,1607.0,1572.0,Italy,Italy,1550
1079,Q55227958,Pietro Galleano,7,1722.0,1687.0,Italy,Italy,1650
1080,Q3531271,Tommaso Stanzani,17,1682.0,1647.0,Italy,Italy,1600
1081,Q3002910,Cristoforo da Bologna,7,1336.0,1301.0,Italy,Italy,1300
1082,Q374111,Antonio Zucchi,38,1761.0,1726.0,Italy,Italy,1700
1083,Q3903853,Pietro Ellero,35,1868.0,1833.0,Italy,Italy,1800
1084,Q7520436,Simone Verovio,12,1590.0,1555.0,Italy,Italy,1550
1085,Q110041302,Vincenzo Ampolo,11,1879.0,1844.0,Italy,Italy,1800
1086,Q7177913,Peter of Bergamo,27,1435.0,1400.0,Italy,Italy,1400
1087,Q7026122,Nicholas Riccardi,18,1620.0,1585.0,Italy,Italy,1550
1088,Q3897016,Pasquale Carcani,23,1756.0,1721.0,Italy,Italy,1700
1089,Q2857502,Antonio Zucchelli,18,1698.0,1663.0,Italy,Italy,1650
1090,Q16854109,Filippo Riceputi,11,1702.0,1667.0,Italy,Italy,1650
1091,Q3770119,Giuseppe Bianca,12,1836.0,1801.0,Italy,Italy,1800
1092,Q12631500,Giovanni Giacomo de Rossi,54,1662.0,1627.0,Italy,Italy,1600
1093,Q53503048,Caterina de Julianis,12,1705.0,1670.0,Italy,Italy,1650
1094,Q17341084,Giglio Padovan,7,1871.0,1836.0,Italy,Italy,1800
1095,Q3981172,Tarquinio Grassi,7,1691.0,1656.0,Italy,Italy,1650
1096,Q3893943,Paolo Costa,27,1806.0,1771.0,Italy,Italy,1750
1097,Q18574634,Gabriel Rudolf Ludwig von Sinner,21,1836.0,1801.0,Italy,Italy,1800
1098,Q3847909,Marietta Marcolini,9,1815.0,1780.0,Italy,Italy,1750
1099,Q1396468,Vincenzo Giustiniani,39,1599.0,1564.0,Italy,Italy,1550
1100,Q1056802,Cesare De Sanctis,22,1859.0,1824.0,Italy,Italy,1800
1101,Q110137189,Giuseppe Gonelli,9,1720.0,1685.0,Italy,Italy,1650
1102,Q3677129,Cincinnato Baruzzi,29,1831.0,1796.0,Italy,Italy,1750
1103,Q18117888,Gustave Soulier,17,1836.0,1801.0,Italy,Italy,1800
1104,Q5565331,Giuseppe Appiani,9,1789.0,1754.0,Italy,Italy,1750
1105,Q18385046,Henrique Caiado,22,1505.0,1470.0,Italy,Italy,1450
1106,Q2441812,Jacquet of Mantua,38,1518.0,1483.0,Italy,Italy,1450
1107,Q55226536,Carlo Carasi,18,1769.0,1734.0,Italy,Italy,1700
1108,Q1054349,Francesco Torbido,33,1518.0,1483.0,Italy,Italy,1450
1109,Q3341684,Nikolaï Petrovitch Petrov,1,1869.0,1834.0,Italy,Italy,1800
1110,Q4975142,Cristina Roccati,8,1767.0,1732.0,Italy,Italy,1700
1111,Q94748161,Giuseppe Isnardi,1,1784.0,1749.0,Italy,Italy,1700
1112,Q97577622,Coriolano Malagavazzo,6,1578.0,1543.0,Italy,Italy,1500
1113,Q75235298,Giovanni Faccioli,9,1764.0,1729.0,Italy,Italy,1700
1114,Q56394040,Giovanni Ceccarini,4,1825.0,1790.0,Italy,Italy,1750
1115,Q3107339,Giovanni Stanchi Dei Fiori,15,1643.0,1608.0,Italy,Italy,1600
1116,Q56604298,Raffaele Abecco,1,1871.0,1836.0,Italy,Italy,1800
1117,Q3093053,G. Bruno,21,1868.0,1833.0,Italy,Italy,1800
1118,Q3638076,Benedetto Drei,3,1615.0,1580.0,Italy,Italy,1550
1119,Q94390361,Ferdinando Rondolino,7,1885.0,1850.0,Italy,Italy,1850
1120,Q16854132,Francesco Sabino,2,1655.0,1620.0,Italy,Italy,1600
1121,Q98755246,Giovanni Battista Bracelli,5,1609.0,1584.0,Italy,Italy,1550
1122,Q3081118,Francesco Zucchi,6,1540.0,1505.0,Italy,Italy,1500
1123,Q21548472,Giovanni Federzoni,21,1884.0,1849.0,Italy,Italy,1800
1124,Q1599136,Heinrich Volbert Sauerland,17,1874.0,1839.0,Italy,Italy,1800
1125,Q55227796,Girolamo Franchini,8,1762.0,1727.0,Italy,Italy,1700
1126,Q23776042,Enrico Verzaschi,8,1855.0,1820.0,Italy,Italy,1800
1127,Q23928439,Francesco Marchesini,2,1653.0,1618.0,Italy,Italy,1600
1128,Q16059918,Pietro Ròi,20,1854.0,1819.0,Italy,Italy,1800
1129,Q58479295,Galgano Cipriani,9,1810.0,1775.0,Italy,Italy,1750
1130,Q3768885,Girolamo Amadei,15,1518.0,1483.0,Italy,Italy,1450
1131,Q1447194,Franz Hellweger,15,1847.0,1812.0,Italy,Italy,1800
1132,Q5385222,Ercole Bazzicaluva,37,1625.0,1590.0,Italy,Italy,1550
1133,Q18945038,Antonio Dragoni,12,1813.0,1778.0,Italy,Italy,1750
1134,Q3610243,Alessandro Riberi,19,1829.0,1794.0,Italy,Italy,1750
1135,Q2822748,Accio Zucco da Sommacampagna,4,1485.0,1450.0,Italy,Italy,1450
1136,Q1372495,Fanny Hünerwadel,20,1854.0,1826.0,Italy,Italy,1800
