,individual_wikidata_id,birthyear,classification,region_name
2838,Q74674,1838,Middle Class,Japan
2839,Q11365282,1809,Middle Class,Japan
2840,Q1358636,1726,Middle Class,Japan
2841,Q174249,1192,Elite,Japan
2842,Q11674946,1844,Elite,Japan
2843,Q62598998,1783,Middle Class,Japan
2844,Q22126181,1820,,Japan
2845,Q11638441,1725,Middle Class,Japan
2846,Q1679717,1139,Elite,Japan
2847,Q8050056,1801,,Japan
2848,Q16138101,1350,,Japan
2849,Q21522393,1837,,Japan
2850,Q11561574,1696,Elite,Japan
2851,Q3084549,1787,Middle Class,Japan
2852,Q861241,1841,Middle Class,Japan
2853,Q11365741,1849,Middle Class,Japan
2854,Q11545178,1797,Middle Class,Japan
2855,Q7818933,1837,,Japan
2856,Q82573753,1833,,Japan
2857,Q973922,1833,,Japan
2858,Q11464817,1602,Elite,Japan
2859,Q11674940,1833,Middle Class,Japan
2860,Q3151591,1120,,Japan
2861,Q555061,1756,Middle Class,Japan
2862,Q786186,1848,,Japan
2863,Q11381817,1599,,Japan
2864,Q67538217,1825,,Japan
2865,Q11457596,1813,Middle Class,Japan
2866,Q18818509,1829,,Japan
2867,Q11434757,1765,Middle Class,Japan
2868,Q3607355,1833,Elite,Japan
2869,Q541057,1311,Elite,Japan
2870,Q1078015,1476,Elite,Japan
2871,Q865960,1809,Middle Class,Japan
2872,Q6533120,1822,,Japan
2873,Q2213703,1734,Middle Class,Japan
2874,Q386457,1847,Middle Class,Japan
2875,Q11470962,1761,Middle Class,Japan
2876,Q11677231,1753,,Japan
2877,Q3469315,1815,Middle Class,Japan
2878,Q11531144,1840,,Japan
2879,Q11545174,1850,Middle Class,Japan
2880,Q6532196,1729,,Japan
2881,Q1319454,1685,Middle Class,Japan
2882,Q3128812,1833,Elite,Japan
2883,Q111677471,1624,Middle Class,Japan
2884,Q316658,1180,Elite,Japan
2885,Q3022381,1846,Middle Class,Japan
2886,Q6536184,1799,,Japan
2887,Q3074677,1750,,Japan
2888,Q11500265,1798,,Japan
2889,Q11656598,1805,Middle Class,Japan
2890,Q931356,1810,,Japan
2891,Q3482114,1823,Middle Class,Japan
2892,Q372772,1283,Elite,Japan
2893,Q11536733,1843,,Japan
2894,Q3464638,1194,Elite,Japan
2895,Q534279,1663,Middle Class,Japan
2896,Q6563258,1680,Middle Class,Japan
2897,Q3571447,1783,Middle Class,Japan
2898,Q30337359,1782,,Japan
2899,Q18818479,1844,,Japan
2900,Q11410870,1809,,Japan
2901,Q542980,1289,Elite,Japan
2902,Q1686002,1629,,Japan
2903,Q6561110,1796,Middle Class,Japan
2904,Q11570394,1775,Middle Class,Japan
2905,Q11477446,1834,,Japan
2906,Q11648946,1848,Middle Class,Japan
2907,Q17362618,1844,,Japan
2908,Q6537728,1847,,Japan
2909,Q6531390,1760,Middle Class,Japan
2910,Q6960248,1798,Middle Class,Japan
2911,Q3197549,1664,,Japan
2912,Q11487365,1812,,Japan
2913,Q17224709,1845,Middle Class,Japan
2914,Q6563664,1779,Middle Class,Japan
2915,Q2846168,1703,Middle Class,Japan
2916,Q467613,1394,Elite,Japan
2917,Q3197564,1764,Middle Class,Japan
2918,Q11425437,1693,Middle Class,Japan
2919,Q3156405,1578,Middle Class,Japan
2920,Q11357447,1831,Middle Class,Japan
2921,Q11545200,1839,Middle Class,Japan
2922,Q24874822,1806,Middle Class,Japan
2923,Q461024,1008,Elite,Japan
2924,Q6100696,1786,,Japan
2925,Q18012272,1843,,Japan
2926,Q934255,1114,Elite,Japan
2927,Q56886184,1826,,Japan
2928,Q109237478,1839,Middle Class,Japan
2929,Q11585613,1768,Middle Class,Japan
2930,Q77402368,1819,Middle Class,Japan
2931,Q536561,1718,Middle Class,Japan
2932,Q10855319,1534,Elite,Japan
2933,Q11674928,1836,Middle Class,Japan
2934,Q3128830,1828,,Japan
2935,Q384703,1275,Elite,Japan
2936,Q11480254,1842,Middle Class,Japan
2937,Q6960246,1714,Middle Class,Japan
2938,Q724526,1839,,Japan
2939,Q29043186,1846,,Japan
2940,Q60229759,1843,,Japan
2941,Q28150871,1815,,Japan
2942,Q6562432,1621,Middle Class,Japan
2943,Q11669086,1831,,Japan
2944,Q11487637,1772,Middle Class,Japan
2945,Q110018148,1827,,Japan
2946,Q1375891,1763,Middle Class,Japan
2947,Q24286846,1801,,Japan
2948,Q311478,1222,Middle Class,Japan
2949,Q17190908,1850,,Japan
2950,Q11419109,1586,,Japan
2951,Q20042372,1778,Middle Class,Japan
2952,Q82575484,1847,,Japan
2953,Q24286720,1760,,Japan
2954,Q11388328,1634,Elite,Japan
2955,Q11538030,1762,Middle Class,Japan
2956,Q11671324,1785,Elite,Japan
2957,Q11362845,1840,,Japan
2958,Q11565897,1753,Middle Class,Japan
2959,Q7681647,1832,,Japan
2960,Q3482650,1113,Elite,Japan
2961,Q4496564,1654,Middle Class,Japan
2962,Q11512555,1299,,Japan
2963,Q1624222,1850,Middle Class,Japan
2964,Q11670311,1603,Elite,Japan
2965,Q11645242,1747,Middle Class,Japan
2966,Q110176483,1719,,Japan
2967,Q6530419,1782,Middle Class,Japan
2968,Q3125451,1176,Elite,Japan
2969,Q6533462,1799,Elite,Japan
2970,Q4854802,1813,Middle Class,Japan
2971,Q470531,1642,Middle Class,Japan
2972,Q11560529,1122,Elite,Japan
2973,Q3128822,1644,Middle Class,Japan
2974,Q18013218,1840,,Japan
2975,Q11365744,1779,,Japan
2976,Q11624427,1835,,Japan
2977,Q6536869,1788,,Japan
2978,Q3192747,1450,,Japan
2979,Q3072449,1750,Middle Class,Japan
2980,Q538614,1016,Elite,Japan
2981,Q17211620,1850,,Japan
2982,Q30938207,1786,,Japan
2983,Q2008693,1842,,Japan
2984,Q2425397,1706,Middle Class,Japan
2985,Q2386947,1807,Middle Class,Japan
2986,Q3090656,1063,Elite,Japan
2987,Q11480613,1779,Middle Class,Japan
2988,Q11545259,1749,Middle Class,Japan
2989,Q11480513,1812,Middle Class,Japan
2990,Q18011500,1703,Middle Class,Japan
2991,Q11597787,1744,,Japan
2992,Q11637083,1840,Middle Class,Japan
2993,Q3196514,1796,Middle Class,Japan
2994,Q3532590,1539,Elite,Japan
2995,Q1291653,1333,Middle Class,Japan
2996,Q11628109,1847,,Japan
2997,Q3075032,1650,,Japan
2998,Q11486690,1157,Elite,Japan
2999,Q11523599,1748,,Japan
3000,Q64080,1412,,Japan
3001,Q3076703,1730,Middle Class,Japan
3002,Q11519711,1849,Middle Class,Japan
3003,Q11671094,1833,,Japan
3004,Q11368309,1836,,Japan
3005,Q43140583,1722,Middle Class,Japan
3006,Q30503171,1577,Elite,Japan
3007,Q11643432,1497,,Japan
3008,Q950316,1769,Middle Class,Japan
3009,Q11388976,1815,,Japan
3010,Q11642302,1669,,Japan
3011,Q2389395,1719,Middle Class,Japan
3012,Q11537912,1715,Middle Class,Japan
3013,Q357249,1197,Elite,Japan
3014,Q17994343,1764,,Japan
3015,Q11545129,1835,Middle Class,Japan
3016,Q11570601,1840,Middle Class,Japan
3017,Q30930794,1000,,Japan
3018,Q2972132,1516,Middle Class,Japan
3019,Q3530499,1350,,Japan
3020,Q11624254,1816,Middle Class,Japan
3021,Q3317236,1729,Middle Class,Japan
3022,Q373949,1265,,Japan
3023,Q11645148,1847,Middle Class,Japan
3024,Q6538444,1782,,Japan
3025,Q11571470,1650,,Japan
3026,Q3122702,1692,Middle Class,Japan
3027,Q11545187,1836,Middle Class,Japan
3028,Q11523483,1423,Middle Class,Japan
3029,Q20039550,1840,,Japan
3030,Q11475750,1786,Middle Class,Japan
3031,Q3076784,1752,Middle Class,Japan
3032,Q65274030,1818,,Japan
3033,Q3514212,1309,Elite,Japan
3034,Q11550115,1840,,Japan
3035,Q281350,1326,Elite,Japan
3036,Q2738241,1835,Middle Class,Japan
3037,Q11362954,1766,Middle Class,Japan
3038,Q1394237,1787,,Japan
3039,Q11367083,1807,,Japan
3040,Q22123170,1840,Elite,Japan
3041,Q1358543,1777,Middle Class,Japan
3042,Q11410073,1798,,Japan
3043,Q20040829,1828,Middle Class,Japan
3044,Q2625013,1774,Middle Class,Japan
3045,Q11625574,1824,,Japan
3046,Q6565007,1795,Middle Class,Japan
3047,Q11540576,1751,Middle Class,Japan
3048,Q11512267,1262,,Japan
3049,Q349287,1119,Elite,Japan
3050,Q5295424,1086,Elite,Japan
3051,Q27921096,1804,,Japan
3052,Q11513733,1759,,Japan
3053,Q11234887,1837,,Japan
3054,Q1037304,1619,Middle Class,Japan
3055,Q110018101,1820,,Japan
3056,Q29023001,1850,,Japan
3057,Q3128828,1744,Middle Class,Japan
3058,Q3514226,1228,Elite,Japan
3059,Q30930964,1763,Middle Class,Japan
3060,Q11649407,1816,,Japan
3061,Q11423006,1583,Elite,Japan
3062,Q3192796,1614,Elite,Japan
3063,Q2090901,1782,Middle Class,Japan
3064,Q3120718,1631,Middle Class,Japan
3065,Q3074357,1750,Middle Class,Japan
3066,Q1963931,1845,Middle Class,Japan
3067,Q3541673,1801,,Japan
3068,Q5646917,1832,Middle Class,Japan
3069,Q6564191,1714,,Japan
3070,Q11439620,1774,Middle Class,Japan
3071,Q11545189,1830,Middle Class,Japan
3072,Q291329,1155,Elite,Japan
3073,Q705860,1600,Middle Class,Japan
3074,Q11523646,1832,,Japan
3075,Q6536598,1763,Middle Class,Japan
3076,Q22093617,1568,Middle Class,Japan
3077,Q4141812,1755,Middle Class,Japan
3078,Q11576703,1815,,Japan
3079,Q1334965,1640,Middle Class,Japan
3080,Q6533159,1827,,Japan
3081,Q907048,1846,Elite,Japan
3082,Q17223638,1837,Middle Class,Japan
3083,Q662447,1664,Middle Class,Japan
3084,Q5507492,1734,Middle Class,Japan
3085,Q110211881,1801,,Japan
3086,Q2741529,1689,Middle Class,Japan
3087,Q336103,1209,Elite,Japan
3088,Q1936219,1171,Elite,Japan
3089,Q6536170,1835,,Japan
3090,Q6564317,1745,,Japan
3091,Q11572774,1702,Middle Class,Japan
3092,Q4389511,1715,Middle Class,Japan
3093,Q5986169,1823,Elite,Japan
3094,Q28007389,1691,Middle Class,Japan
3095,Q2502854,1847,Middle Class,Japan
3096,Q11672119,1674,,Japan
3097,Q22125045,1834,,Japan
3098,Q10880237,1222,Elite,Japan
3099,Q20041812,1796,Middle Class,Japan
3100,Q2886231,1150,Elite,Japan
3101,Q4388277,1838,Elite,Japan
3102,Q3191945,1650,Middle Class,Japan
3103,Q2006048,1151,Middle Class,Japan
3104,Q5396693,1845,,Japan
3105,Q11466220,1822,,Japan
3106,Q11521723,1828,,Japan
3107,Q11627444,1849,Elite,Japan
3108,Q105435588,1843,,Japan
3109,Q3482373,1000,,Japan
3110,Q11449173,1795,,Japan
3111,Q3517929,1413,Elite,Japan
3112,Q11645675,1842,Elite,Japan
3113,Q29410771,1829,,Japan
3114,Q11562224,1835,,Japan
3115,Q89448947,1809,,Japan
3116,Q6533330,1822,,Japan
3117,Q13382085,1818,,Japan
3118,Q535920,1170,Elite,Japan
3119,Q11531520,1825,,Japan
3120,Q11445721,1847,,Japan
3121,Q4067901,1698,,Japan
3122,Q3482659,1779,,Japan
3123,Q11534102,1828,Middle Class,Japan
3124,Q23946214,1805,,Japan
3125,Q3122701,1834,Middle Class,Japan
3126,Q11633082,1780,Middle Class,Japan
3127,Q21019631,1831,,Japan
3128,Q8056342,1673,Middle Class,Japan
3129,Q10855038,1824,,Japan
3130,Q1059165,1528,Elite,Japan
3131,Q28051938,1772,,Japan
3132,Q3128817,1721,Middle Class,Japan
3133,Q18991551,1625,Middle Class,Japan
3134,Q6532207,1777,,Japan
3135,Q541000,1651,Middle Class,Japan
3136,Q11562409,1749,Middle Class,Japan
3137,Q382633,1055,Elite,Japan
3138,Q30938213,1767,,Japan
3139,Q536696,1543,Middle Class,Japan
3140,Q46858389,1843,,Japan
3141,Q56649494,1822,Middle Class,Japan
3142,Q53668441,1662,Middle Class,Japan
3143,Q11669674,1804,Middle Class,Japan
3144,Q11571476,1583,,Japan
3145,Q11540309,1740,Middle Class,Japan
3146,Q11518290,1845,,Japan
3147,Q110176482,1733,,Japan
3148,Q11605339,1844,,Japan
3149,Q1335613,1325,Middle Class,Japan
3150,Q6426484,1820,,Japan
3151,Q11565896,1713,Middle Class,Japan
3152,Q11462521,1770,,Japan
3153,Q7850192,1850,,Japan
3154,Q3139962,1744,Middle Class,Japan
3155,Q11636561,1656,,Japan
3156,Q3200664,1620,Middle Class,Japan
3157,Q7449906,1578,Elite,Japan
3158,Q6884454,1850,,Japan
3159,Q704995,1840,Middle Class,Japan
3160,Q11405508,1165,Elite,Japan
3161,Q22124830,1662,Elite,Japan
3162,Q3136343,1840,,Japan
3163,Q2963561,1776,Middle Class,Japan
3164,Q22124413,1729,,Japan
3165,Q6538408,1650,,Japan
3166,Q106460548,1827,,Japan
3167,Q5368002,1730,,Japan
3168,Q17225701,1588,,Japan
3169,Q17219749,1831,Middle Class,Japan
3170,Q41802305,1747,,Japan
3171,Q11530271,1818,Middle Class,Japan
3172,Q2668220,1584,,Japan
3173,Q1743840,1625,Middle Class,Japan
3174,Q27920989,1829,,Japan
3175,Q11430430,1848,Middle Class,Japan
3176,Q6531854,1787,,Japan
3177,Q55540669,1729,,Japan
3178,Q7849983,1840,Elite,Japan
3179,Q82570581,1823,,Japan
3180,Q5986112,1843,,Japan
3181,Q374744,1570,Middle Class,Japan
3182,Q3133066,1832,,Japan
3183,Q11559767,1823,,Japan
3184,Q6537795,1763,Middle Class,Japan
3185,Q15944940,1842,,Japan
3186,Q11571461,1551,Elite,Japan
3187,Q326412,1612,Middle Class,Japan
3188,Q11571493,1577,Elite,Japan
3189,Q38279444,1811,Middle Class,Japan
3190,Q21015387,1838,,Japan
3191,Q3191947,1671,Middle Class,Japan
3192,Q11560527,1643,Elite,Japan
3193,Q11441784,1798,,Japan
3194,Q11531058,1764,Middle Class,Japan
3195,Q3075120,1177,Elite,Japan
3196,Q3325272,1756,Middle Class,Japan
3197,Q11641854,1642,,Japan
3198,Q11567871,1796,,Japan
3199,Q11618678,1840,,Japan
3200,Q3299375,1650,,Japan
3201,Q6960243,1752,Middle Class,Japan
3202,Q3191951,1533,Middle Class,Japan
3203,Q17193204,1850,,Japan
3204,Q1589061,1683,Middle Class,Japan
3205,Q3106864,1676,Middle Class,Japan
3206,Q4067900,1748,,Japan
3207,Q43769204,1800,Middle Class,Japan
3208,Q835807,1104,Elite,Japan
3209,Q84466030,1814,Middle Class,Japan
3210,Q43128090,1608,,Japan
3211,Q11394546,1827,,Japan
3212,Q1334304,1572,Middle Class,Japan
3213,Q11545192,1832,Middle Class,Japan
3214,Q3196281,1703,,Japan
3215,Q1158894,1836,Middle Class,Japan
3216,Q29884294,1810,,Japan
3217,Q7243817,1812,Elite,Japan
3218,Q11545119,1794,Middle Class,Japan
3219,Q27968272,1848,,Japan
3220,Q11480453,1691,Middle Class,Japan
3221,Q11551562,1482,Elite,Japan
3222,Q11569715,1792,Middle Class,Japan
3223,Q318064,1200,Elite,Japan
3224,Q11488614,1850,,Japan
3225,Q3552728,1808,Middle Class,Japan
3226,Q110774400,1823,,Japan
3227,Q3201023,1786,,Japan
3228,Q11365515,1835,Middle Class,Japan
3229,Q1377454,1837,Middle Class,Japan
3230,Q11365776,1806,Middle Class,Japan
3231,Q655390,1561,Middle Class,Japan
3232,Q18700649,1671,Middle Class,Japan
3233,Q3350000,1744,Middle Class,Japan
3234,Q7094448,1844,Middle Class,Japan
3235,Q3515166,1526,Elite,Japan
3236,Q11409485,1750,,Japan
3237,Q4205319,1848,Elite,Japan
3238,Q6533381,1780,,Japan
3239,Q11383404,1835,,Japan
3240,Q715993,1155,Elite,Japan
3241,Q11545211,1809,Elite,Japan
3242,Q16737176,1806,Middle Class,Japan
3243,Q110018286,1827,Elite,Japan
3244,Q3552732,1841,Middle Class,Japan
3245,Q11538390,1821,,Japan
3246,Q3191946,1650,Middle Class,Japan
3247,Q1281252,1570,,Japan
3248,Q11480208,1711,Elite,Japan
3249,Q3087294,1838,Elite,Japan
3250,Q11457059,1847,,Japan
3251,Q3594046,1680,Middle Class,Japan
3253,Q30608712,1843,,Japan
3254,Q41699234,1823,,Japan
3255,Q64770980,1748,Middle Class,Japan
3256,Q11457597,1782,Middle Class,Japan
3257,Q11425406,1846,Middle Class,Japan
3258,Q54867584,1831,,Japan
3259,Q3109519,1200,Elite,Japan
3260,Q968242,1728,Middle Class,Japan
3261,Q3299354,1847,Elite,Japan
3262,Q12260113,1595,,Japan
3263,Q3128074,1505,,Japan
3264,Q11445908,1834,,Japan
3265,Q16145957,1450,,Japan
3266,Q11559083,1722,Middle Class,Japan
3267,Q3191958,1150,Middle Class,Japan
3268,Q11545181,1841,Middle Class,Japan
3269,Q3594014,1000,Elite,Japan
3270,Q1334955,1669,Elite,Japan
3271,Q6463936,1842,,Japan
3272,Q3074285,1201,Elite,Japan
3273,Q6788069,1832,Elite,Japan
3274,Q11467532,1648,Middle Class,Japan
3275,Q3403322,1196,Elite,Japan
3276,Q7104082,1830,,Japan
3277,Q3482131,1835,Middle Class,Japan
3278,Q6562825,1656,Middle Class,Japan
3279,Q2245281,1142,Elite,Japan
3280,Q11599994,1844,,Japan
3281,Q11666383,1841,,Japan
3282,Q5507543,1033,Elite,Japan
3283,Q3514289,1827,Middle Class,Japan
3284,Q36186310,1793,Middle Class,Japan
3285,Q11571472,1775,Middle Class,Japan
3286,Q3132832,1832,,Japan
3287,Q61925897,1817,Middle Class,Japan
3288,Q11589565,1824,,Japan
3289,Q11621081,1821,Middle Class,Japan
3290,Q10862050,1850,Middle Class,Japan
3291,Q3148401,1609,Elite,Japan
3292,Q6533513,1825,Middle Class,Japan
3293,Q786877,1639,Middle Class,Japan
3294,Q1530764,1723,Middle Class,Japan
3295,Q1293828,1735,,Japan
3296,Q3130609,1793,Middle Class,Japan
3297,Q11480358,1845,Middle Class,Japan
3298,Q6564265,1806,Middle Class,Japan
3299,Q11397625,1850,Elite,Japan
3300,Q11537539,1746,Middle Class,Japan
3301,Q11545199,1846,Middle Class,Japan
3302,Q11480244,1850,Middle Class,Japan
3303,Q6282529,1842,,Japan
3304,Q3038261,1711,Middle Class,Japan
3305,Q22669168,1730,,Japan
3306,Q11599938,1751,,Japan
3307,Q960116,1752,Middle Class,Japan
3308,Q6563007,1781,,Japan
3309,Q60229762,1834,,Japan
3310,Q3482793,1501,,Japan
3311,Q1770663,1406,Middle Class,Japan
3312,Q11357580,1849,Middle Class,Japan
3313,Q11463156,1785,Middle Class,Japan
3314,Q11559318,1831,,Japan
3315,Q6536196,1829,,Japan
3316,Q11474112,1650,Middle Class,Japan
3317,Q11603582,1750,,Japan
3318,Q11555419,1751,Middle Class,Japan
3320,Q927161,1839,Middle Class,Japan
3321,Q98167756,1802,Middle Class,Japan
3322,Q6538425,1805,,Japan
3323,Q968964,1787,Subsistence,Japan
3324,Q2444100,1702,Elite,Japan
3325,Q2280537,1443,,Japan
3326,Q2389434,1651,Middle Class,Japan
3327,Q6536652,1777,,Japan
3328,Q3075674,1290,Elite,Japan
3329,Q52418652,1676,Middle Class,Japan
3330,Q11176852,1412,,China
3331,Q11137925,769,,China
3332,Q7561661,1752,Middle Class,China
3333,Q11113753,1723,,China
3334,Q45437261,1796,,China
3335,Q2707504,1582,Middle Class,China
3336,Q573800,1296,Middle Class,China
3337,Q10865116,1598,,China
3338,Q323439,1357,Middle Class,China
3339,Q45684385,1723,,China
3340,Q3241243,1650,,China
3341,Q45575277,1809,,China
3342,Q45615816,1725,,China
3343,Q45444571,1833,,China
3344,Q197958,1266,,China
3345,Q16078617,1679,,China
3346,Q380598,175,Elite,China
3347,Q11138272,1673,Middle Class,China
3348,Q198136,1536,Elite,China
3349,Q11175303,1791,Elite,China
3350,Q11068495,1754,,China
3351,Q1565766,523,,China
3352,Q16077592,1632,Middle Class,China
3353,Q3571545,1596,,China
3354,Q16185846,1327,,China
3355,Q45501295,1471,Middle Class,China
3356,Q11632916,1620,,China
3357,Q45549136,1359,,China
3358,Q713554,195,Elite,China
3359,Q11097733,1633,,China
3360,Q102853,1701,,China
3361,Q8011232,1483,Middle Class,China
3362,Q550290,241,Elite,China
3363,Q10889501,1718,,China
3364,Q11096759,1565,Elite,China
3365,Q10978867,1525,Middle Class,China
3366,Q4024383,203,,China
3367,Q73514762,1553,,China
3368,Q3274611,1601,Middle Class,China
3369,Q65799430,1717,,China
3370,Q7268210,1023,,China
3371,Q45426630,1501,Elite,China
3372,Q20611787,1604,Elite,China
3373,Q2779126,1836,Middle Class,China
3374,Q30950060,863,,China
3375,Q11596253,1725,,China
3376,Q10943226,1783,Middle Class,China
3377,Q1132497,669,Elite,China
3378,Q1069914,1125,Elite,China
3379,Q45458899,1662,Middle Class,China
3380,Q61721665,1775,,China
3381,Q3274331,715,Elite,China
3382,Q11093519,1846,,China
3383,Q9422638,785,,China
3384,Q11626505,1846,,China
3385,Q11119271,1650,,China
3386,Q11117635,1683,,China
3387,Q15712352,1608,Elite,China
3388,Q15430363,1584,Middle Class,China
3389,Q11176038,1672,,China
3390,Q843276,140,Elite,China
3391,Q1049563,1606,,China
3392,Q319618,1021,Elite,China
3393,Q2361499,1654,Middle Class,China
3394,Q45657927,1516,,China
3395,Q8038919,1618,,China
3396,Q45461709,1620,,China
3397,Q45685577,1747,,China
3398,Q3358500,-174,Elite,China
3399,Q11581124,1850,Middle Class,China
3400,Q15457099,1762,Middle Class,China
3401,Q453832,1573,,China
3402,Q2653389,1525,,China
3403,Q4750264,101,,China
3404,Q45593474,885,,China
3405,Q6669309,1626,,China
3406,Q433603,1160,Elite,China
3407,Q8070396,1761,Subsistence,China
3408,Q45437630,1750,,China
3409,Q16076162,1497,,China
3410,Q45688276,1727,,China
3411,Q3924133,1625,,China
3412,Q45706846,1811,,China
3413,Q45697644,1750,,China
3414,Q45698050,1718,,China
3415,Q11094956,1788,,China
3416,Q583411,359,,China
3417,Q17130836,1638,,China
3418,Q847707,1840,Middle Class,China
3419,Q1292321,1050,,China
3420,Q45445797,1826,,China
3421,Q5895740,1593,,China
3422,Q45684740,1261,,China
3423,Q3497052,1479,Elite,China
3424,Q45461248,1796,,China
3425,Q700183,1650,,China
3426,Q45701217,1796,,China
3427,Q4502334,1071,Elite,China
3428,Q8070379,1738,Middle Class,China
3429,Q479788,698,Elite,China
3430,Q45488431,1692,,China
3431,Q45672471,1766,,China
3432,Q709460,1045,Elite,China
3433,Q20040949,441,,China
3434,Q2697411,596,,China
3435,Q10565382,1748,,China
3436,Q45440235,1821,,China
3437,Q33566,1019,Elite,China
3438,Q2033146,1831,Middle Class,China
3439,Q740332,1200,,China
3440,Q1537816,1429,,China
3441,Q67442,1829,Middle Class,China
3442,Q16904055,1664,,China
3443,Q981888,456,Elite,China
3444,Q215816,1847,Middle Class,China
3445,Q11643885,1819,,China
3446,Q65799364,1790,,China
3447,Q11353853,1638,Middle Class,China
3448,Q55716140,1705,,China
3449,Q24837460,1331,,China
3450,Q28034013,1838,,China
3451,Q45436320,1796,,China
3452,Q659805,1832,Elite,China
3453,Q45531548,697,Elite,China
3454,Q45593337,1333,,China
3455,Q45632161,1422,,China
3456,Q45691073,1736,,China
3457,Q957734,1465,Middle Class,China
3458,Q716194,1845,Elite,China
3459,Q45508704,1363,Elite,China
3460,Q45476121,1493,,China
3461,Q1042948,1715,Middle Class,China
3462,Q265181,1517,Middle Class,China
3463,Q110176481,1669,Middle Class,China
3464,Q45532838,1628,,China
3465,Q45418536,1245,,China
3466,Q3260471,1836,,China
3467,Q8070336,1350,,China
3468,Q198126,1249,,China
3469,Q56676431,406,Elite,China
3470,Q45549140,1352,,China
3471,Q6694945,754,Elite,China
3473,Q5359565,929,Elite,China
3474,Q45506320,1348,,China
3475,Q45468737,1628,,China
3476,Q11625368,1272,,China
3477,Q5046981,1830,Middle Class,China
3478,Q15929084,1844,,China
3479,Q45623814,1458,Elite,China
3480,Q24836429,1621,,China
3481,Q45695432,1808,,China
3482,Q16077031,1612,,China
3483,Q65799395,1736,,China
3484,Q45694674,1775,,China
3485,Q6855764,1714,Middle Class,China
3486,Q3573221,1650,Middle Class,China
3487,Q1152149,601,Elite,China
3488,Q45613140,1452,,China
3489,Q11094899,1039,Elite,China
3490,Q8044361,349,Elite,China
3491,Q1265657,1020,Elite,China
3492,Q3267877,1845,Elite,China
3493,Q227444,429,Elite,China
3494,Q855999,627,Elite,China
3495,Q45436616,1807,,China
3496,Q11113724,1723,Middle Class,China
3497,Q350216,1826,,China
3498,Q2326349,101,,China
3499,Q45425619,1502,,China
3500,Q43132048,1829,,China
3501,Q343932,1828,Middle Class,China
3502,Q11114401,1771,,China
3503,Q233340,1552,Middle Class,China
3504,Q706792,571,Elite,China
3505,Q15941622,1363,,China
3506,Q11573104,1725,,China
3507,Q45440485,1825,,China
3508,Q4992964,1826,Middle Class,China
3509,Q1349949,643,,China
3510,Q45703485,1799,,China
3511,Q11608196,1844,Middle Class,China
3512,Q1064977,1388,Middle Class,China
3513,Q11094003,1629,Middle Class,China
3514,Q15896819,1623,Middle Class,China
3515,Q8250704,1400,,China
3516,Q3588294,1842,,China
3517,Q9743,698,Elite,China
3518,Q11618050,148,Elite,China
3519,Q15918220,1574,Middle Class,China
3520,Q15904979,1763,,China
3521,Q4515530,1260,Middle Class,China
3522,Q559414,558,Elite,China
3523,Q95369,1680,Middle Class,China
3524,Q24836087,1735,,China
3525,Q3370125,255,Elite,China
3526,Q1708503,1308,Middle Class,China
3527,Q10565611,1604,,China
3528,Q11068813,1764,,China
3529,Q5441517,1801,Middle Class,China
3530,Q7636923,1615,,China
3531,Q8070452,1287,,China
3532,Q45693663,1191,,China
3533,Q45521279,1708,,China
3534,Q16260185,1747,,China
3535,Q45611841,1678,Middle Class,China
3536,Q10295891,1577,,China
3537,Q2406215,1826,,China
3538,Q2630619,1850,,China
3539,Q15902201,1482,,China
3540,Q2062909,1575,Elite,China
3541,Q553520,-52,Middle Class,China
3542,Q45570971,1811,,China
3543,Q3502350,1814,Subsistence,China
3544,Q2466384,1139,Middle Class,China
3545,Q1131375,-39,Elite,China
3546,Q45682076,1616,,China
3547,Q1398114,1580,Middle Class,China
3548,Q45445079,1837,,China
3549,Q2657692,1827,Middle Class,China
3550,Q10943311,1335,,China
3551,Q45693296,1766,,China
3552,Q6806889,1295,,China
3553,Q864906,101,,China
3554,Q836027,1629,Middle Class,China
3555,Q301650,-199,Elite,China
3556,Q574521,1238,,China
3557,Q10919214,1644,,China
3558,Q10931868,1596,Elite,China
3559,Q11094001,1460,,China
3560,Q6042323,1400,Middle Class,China
3561,Q713013,1310,Middle Class,China
3562,Q45691164,1546,Middle Class,China
3563,Q10900366,1816,Elite,China
3564,Q1291502,836,Elite,China
3565,Q45684694,1819,,China
3566,Q15941617,1360,,China
3567,Q11067770,1277,,China
3568,Q110176627,1755,,China
3569,Q11665206,1631,Middle Class,China
3570,Q182874,1724,Elite,China
3571,Q45670115,1785,,China
3572,Q2628661,1844,,China
3573,Q45460616,1736,,China
3574,Q28056889,1766,,China
3575,Q994515,1592,,China
3576,Q16076696,1760,,China
3577,Q45521089,1728,,China
3578,Q21015053,1482,,China
3579,Q1284632,640,Elite,China
3580,Q16203734,1498,Elite,China
3581,Q697571,1609,Middle Class,China
3582,Q45669613,1522,,China
3583,Q9621698,1391,Middle Class,China
3584,Q45562346,1228,,China
3585,Q11070728,1407,,China
3586,Q45686162,1750,,China
3587,Q61014494,1832,,China
3588,Q11114252,1744,,China
3589,Q10916460,1823,,China
3590,Q700179,1750,Elite,China
3591,Q45476114,1820,,China
3592,Q17985422,1819,Middle Class,China
3593,Q45425944,1199,,China
3594,Q8250870,1445,Elite,China
3595,Q1291946,314,Elite,China
3596,Q45668827,1584,,China
