,individual_wikidata_id,birthyear,classification,region_name
5530,Q3074521,1750,Middle Class,Japan
5531,Q11632751,1816,,Japan
5532,Q11372686,1250,Elite,Japan
5533,Q11473348,1850,,Japan
5534,Q22669239,1804,Middle Class,Japan
5535,Q4022598,1614,Middle Class,Japan
5536,Q11480192,1843,Middle Class,Japan
5537,Q48514,1420,Middle Class,Japan
5538,Q17229703,1843,,Japan
5539,Q23946927,1734,Middle Class,Japan
5540,Q6563113,1805,Middle Class,Japan
5541,Q11513734,1795,,Japan
5542,Q3532295,1645,,Japan
5543,Q3074340,1750,Middle Class,Japan
5544,Q15304349,1692,,Japan
5545,Q22119303,1842,,Japan
5546,Q55997922,1831,Middle Class,Japan
5547,Q2784105,1843,Middle Class,Japan
5548,Q3046492,1791,Middle Class,Japan
5549,Q2799156,1750,Middle Class,Japan
5550,Q11571471,1790,Middle Class,Japan
5551,Q1370392,1750,Middle Class,Japan
5552,Q1066490,1832,Middle Class,Japan
5553,Q11653981,1809,Middle Class,Japan
5554,Q3074364,1739,Middle Class,Japan
5555,Q3513977,1150,Elite,Japan
5556,Q11479106,1842,Middle Class,Japan
5557,Q305477,1522,Middle Class,Japan
5558,Q22129131,1779,,Japan
5559,Q11359711,1788,Middle Class,Japan
5560,Q719668,1539,Middle Class,Japan
5561,Q30933070,1747,Middle Class,Japan
5562,Q3151345,1250,Elite,Japan
5563,Q22669095,1751,,Japan
5564,Q947896,1787,Middle Class,Japan
5565,Q47470129,1734,,Japan
5566,Q6536708,1709,,Japan
5567,Q3464635,1171,Elite,Japan
5568,Q66364901,1714,,Japan
5569,Q22131723,1815,,Japan
5570,Q65040586,1811,,Japan
5571,Q1589052,1657,Middle Class,Japan
5572,Q11354969,1812,,Japan
5573,Q6565903,1825,,Japan
5574,Q5507494,1738,Elite,Japan
5575,Q2308657,1238,Elite,Japan
5576,Q110083752,1778,Middle Class,Japan
5577,Q79017777,1774,,Japan
5578,Q11571465,1753,,Japan
5579,Q1348650,1813,,Japan
5580,Q11461551,1848,,Japan
5581,Q2482193,1833,Middle Class,Japan
5582,Q713107,1144,Elite,Japan
5583,Q10797119,1235,Elite,Japan
5584,Q3143620,1697,Middle Class,Japan
5585,Q3146372,1850,,Japan
5586,Q3090620,1055,Elite,Japan
5587,Q6533138,1732,Middle Class,Japan
5588,Q11539642,1656,Middle Class,Japan
5589,Q18818446,1850,,Japan
5590,Q6563705,1771,,Japan
5591,Q11628686,1697,Middle Class,Japan
5592,Q11373801,1581,Elite,Japan
5593,Q11399296,1693,,Japan
5594,Q3136173,1735,Middle Class,Japan
5595,Q98081259,1810,Middle Class,Japan
5596,Q3350120,1686,Middle Class,Japan
5597,Q3122773,1055,Elite,Japan
5598,Q11666171,1762,,Japan
5599,Q220115,1836,Middle Class,Japan
5600,Q3072642,1622,Elite,Japan
5601,Q3139920,1558,Middle Class,Japan
5602,Q4854800,1775,Middle Class,Japan
5603,Q2499160,1247,,Japan
5604,Q5338269,1758,Middle Class,Japan
5605,Q59134408,1825,,Japan
5606,Q7496875,1841,Middle Class,Japan
5607,Q11553627,1842,,Japan
5608,Q11531427,1779,Middle Class,Japan
5609,Q2964050,1703,Middle Class,Japan
5610,Q3317298,1683,Middle Class,Japan
5611,Q2384056,1828,Middle Class,Japan
5612,Q11465092,1717,Middle Class,Japan
5613,Q541039,1783,Middle Class,Japan
5614,Q11619706,1847,,Japan
5615,Q11560845,1829,,Japan
5616,Q11585597,1697,,Japan
5617,Q4385767,1327,Subsistence,Japan
5618,Q700019,1788,Middle Class,Japan
5619,Q11545194,1828,Middle Class,Japan
5620,Q3089258,1405,,Japan
5621,Q3572466,1702,Middle Class,Japan
5622,Q24845548,1843,,Japan
5623,Q3135978,1041,Elite,Japan
5624,Q3064625,1559,Middle Class,Japan
5625,Q4537601,1820,,Japan
5626,Q1728895,1743,Middle Class,Japan
5627,Q11532304,1846,,Japan
5628,Q11528973,1698,,Japan
5629,Q11383051,1841,,Japan
5630,Q368605,1565,Elite,Japan
5631,Q3482781,1450,,Japan
5632,Q558279,1583,Middle Class,Japan
5633,Q11517376,1777,,Japan
5634,Q17218297,1717,,Japan
5635,Q60990138,1813,,Japan
5636,Q11531839,1818,Middle Class,Japan
5637,Q22124334,1821,Middle Class,Japan
5638,Q18991766,1777,,Japan
5639,Q3331432,1150,Elite,Japan
5640,Q11449584,1849,,Japan
5641,Q11615627,1785,,Japan
5642,Q2458478,1718,,Japan
5643,Q11577245,1814,Middle Class,Japan
5644,Q66828602,1756,Middle Class,Japan
5645,Q735939,1149,Elite,Japan
5646,Q1323770,1800,Elite,Japan
5647,Q22125531,1808,,Japan
5648,Q653932,1843,Middle Class,Japan
5649,Q2980907,1000,Elite,Japan
5650,Q6535199,1764,,Japan
5651,Q3552729,1848,Middle Class,Japan
5652,Q11470960,1850,Elite,Japan
5653,Q11615294,1301,Elite,Japan
5654,Q3200184,1757,Middle Class,Japan
5655,Q242800,1147,Elite,Japan
5656,Q11586421,1814,Middle Class,Japan
5657,Q355447,1835,Middle Class,Japan
5658,Q11500110,1278,Elite,Japan
5659,Q59733326,1700,Middle Class,Japan
5660,Q6565600,1748,Middle Class,Japan
5661,Q3783782,1831,,Japan
5662,Q6531096,1801,,Japan
5663,Q11653982,1848,Elite,Japan
5664,Q28690562,1655,,Japan
5665,Q73112217,1840,Elite,Japan
5666,Q49760086,1640,Elite,Japan
5667,Q11678942,1597,,Japan
5668,Q653454,1826,Middle Class,Japan
5669,Q3180225,1617,Middle Class,Japan
5670,Q1069351,1614,,Japan
5671,Q961405,1602,Middle Class,Japan
5672,Q6533446,1818,Elite,Japan
5673,Q2880018,1650,Middle Class,Japan
5674,Q18011513,1690,,Japan
5675,Q3128821,1761,Middle Class,Japan
5676,Q11365933,1841,Middle Class,Japan
5677,Q1721095,1768,,Japan
5678,Q6383558,1427,Middle Class,Japan
5679,Q11365014,1442,Elite,Japan
5680,Q11545151,1807,Middle Class,Japan
5681,Q11355940,1798,Middle Class,Japan
5682,Q11571491,1597,Elite,Japan
5683,Q11364769,1562,Elite,Japan
5684,Q6536303,1822,,Japan
5685,Q11574510,1671,,Japan
5686,Q110018128,1846,,Japan
5687,Q3314710,1100,Elite,Japan
5688,Q3109421,1735,Middle Class,Japan
5689,Q984479,1815,,Japan
5690,Q22669115,1657,,Japan
5691,Q17219892,1775,Middle Class,Japan
5692,Q11545208,1799,Middle Class,Japan
5693,Q11550031,1848,,Japan
5694,Q17219530,1574,Elite,Japan
5695,Q11490862,1662,,Japan
5696,Q384647,1730,Middle Class,Japan
5697,Q5368242,1769,Middle Class,Japan
5698,Q12954243,1690,,Japan
5699,Q6530625,1834,,Japan
5700,Q21996416,1827,,Japan
5701,Q1065728,1608,Middle Class,Japan
5702,Q3192787,1607,Elite,Japan
5703,Q3324063,1747,Middle Class,Japan
5704,Q11357450,1846,Middle Class,Japan
5705,Q6532884,1845,,Japan
5706,Q11412727,1804,,Japan
5707,Q3042277,1434,Elite,Japan
5708,Q28060067,1785,,Japan
5709,Q5451736,1830,,Japan
5710,Q5986158,1660,Middle Class,Japan
5711,Q20039486,1639,Middle Class,Japan
5712,Q11618671,1728,,Japan
5713,Q22669099,1766,,Japan
5714,Q360978,1725,Middle Class,Japan
5715,Q541565,1816,Middle Class,Japan
5716,Q11658851,1830,,Japan
5717,Q11672302,1838,,Japan
5718,Q11562189,1683,Middle Class,Japan
5719,Q11534346,1832,Elite,Japan
5720,Q6788035,1555,Elite,Japan
5721,Q3192793,1653,,Japan
5722,Q18818507,1846,,Japan
5723,Q11477275,1769,Middle Class,Japan
5724,Q11483968,1843,,Japan
5725,Q110018097,1841,,Japan
5726,Q11653814,1803,,Japan
5727,Q6533291,1717,Middle Class,Japan
5728,Q11545186,1819,Middle Class,Japan
5729,Q11674927,1789,Middle Class,Japan
5730,Q541040,1579,Elite,Japan
5731,Q11449578,1848,,Japan
5732,Q3126663,1677,Middle Class,Japan
5733,Q3192800,1288,,Japan
5734,Q11354501,1845,,Japan
5735,Q22126552,1804,,Japan
5736,Q11656101,1804,,Japan
5737,Q6564584,1778,,Japan
5738,Q705243,1803,Middle Class,Japan
5739,Q3094440,1450,,Japan
5740,Q417418,1740,Middle Class,Japan
5741,Q11595795,1669,,Japan
5742,Q24082796,1817,,Japan
5743,Q11544850,1836,,Japan
5744,Q11451580,1805,Middle Class,Japan
5745,Q22120347,1846,,Japan
5746,Q31523,1716,Middle Class,Japan
5747,Q2598247,1000,Elite,Japan
5748,Q535609,1060,Elite,Japan
5749,Q11615478,1821,Middle Class,Japan
5750,Q11394580,1847,Elite,Japan
5751,Q6537102,1839,Middle Class,Japan
5752,Q21611001,1843,,Japan
5753,Q538099,1571,Middle Class,Japan
5754,Q11366385,1808,,Japan
5755,Q11656597,1838,Middle Class,Japan
5756,Q50610825,1700,,Japan
5757,Q509907,1844,Middle Class,Japan
5758,Q11425433,1800,Middle Class,Japan
5759,Q3107786,1200,Elite,Japan
5760,Q1207509,1534,Elite,Japan
5761,Q6100305,1756,Middle Class,Japan
5762,Q61058071,1647,Middle Class,Japan
5763,Q2853930,1823,,Japan
5764,Q3514141,1830,Elite,Japan
5765,Q107713666,1849,,Japan
5766,Q1186145,1849,Elite,Japan
5767,Q82572630,1780,,Japan
5768,Q17193093,1838,,Japan
5769,Q403863,1747,,Japan
5770,Q100645,1831,,Japan
5771,Q55171976,1780,Middle Class,Japan
5772,Q11545145,1830,Middle Class,Japan
5773,Q11469330,1721,,Japan
5774,Q11516064,1726,Middle Class,Japan
5775,Q592437,1800,Middle Class,Japan
5776,Q16859538,1722,Middle Class,Japan
5777,Q11460566,1663,,Japan
5778,Q50641662,1835,,Japan
5779,Q1721396,1630,Middle Class,Japan
5780,Q6740501,1842,Middle Class,Japan
5781,Q3198348,1121,Elite,Japan
5782,Q3075049,1750,Middle Class,Japan
5783,Q11553742,1633,Middle Class,Japan
5784,Q6533052,1832,Middle Class,Japan
5785,Q17193206,1850,Middle Class,Japan
5786,Q6563486,1749,Middle Class,Japan
5787,Q8514292,1844,Elite,Japan
5788,Q1737345,1816,Middle Class,Japan
5789,Q11545196,1844,Middle Class,Japan
5790,Q3388163,1824,Elite,Japan
5791,Q629811,1250,Elite,Japan
5792,Q30934684,1552,Elite,Japan
5793,Q11545114,1794,Middle Class,Japan
5794,Q11639699,1767,Middle Class,Japan
5795,Q11479935,1777,,Japan
5796,Q18818482,1832,,Japan
5797,Q4497851,1822,Middle Class,Japan
5798,Q11559786,1823,,Japan
5799,Q3090653,1176,Elite,Japan
5800,Q11536722,1838,Middle Class,Japan
5801,Q923579,1667,Elite,Japan
5802,Q5586,1760,Middle Class,Japan
5803,Q22128187,1811,,Japan
5804,Q11515845,1741,Middle Class,Japan
5805,Q55540707,1733,,Japan
5806,Q11554460,1775,,Japan
5807,Q2857962,1650,,Japan
5808,Q1721089,1665,,Japan
5809,Q7449897,1546,Elite,Japan
5810,Q3155497,1735,Middle Class,Japan
5811,Q11477503,1828,Middle Class,Japan
5812,Q96713078,1758,,Japan
5813,Q64105260,1829,,Japan
5814,Q11571450,1730,,Japan
5815,Q3128079,1778,Middle Class,Japan
5816,Q3552725,1850,Middle Class,Japan
5817,Q705266,1592,Middle Class,Japan
5818,Q361174,1770,,Japan
5819,Q1430049,1835,Elite,Japan
5820,Q11671571,1764,,Japan
5821,Q7586772,1596,Middle Class,Japan
5822,Q3480606,1504,,Japan
5823,Q101071252,1732,,Japan
5824,Q640808,1627,Middle Class,Japan
5825,Q11470954,1704,,Japan
5826,Q3198274,1187,Elite,Japan
5827,Q17224074,1771,,Japan
5828,Q3382738,1473,Elite,Italy
5829,Q94294688,1806,,Italy
5830,Q2248101,1255,,Italy
5831,Q2886093,1320,,Italy
5832,Q495164,1213,Middle Class,Italy
5833,Q3845601,1598,,Italy
5834,Q3852056,1528,Middle Class,Italy
5835,Q57781250,1689,,Italy
5836,Q3610093,1551,,Italy
5837,Q3914997,1841,,Italy
5838,Q3762100,1813,Elite,Italy
5839,Q3208271,1350,Middle Class,Italy
5840,Q3107113,1350,,Italy
5841,Q3762263,1786,,Italy
5842,Q41964543,1603,,Italy
5843,Q1338457,1789,Elite,Italy
5844,Q3903803,1849,,Italy
5845,Q6695873,1580,Middle Class,Italy
5846,Q18814567,1423,Middle Class,Italy
5847,Q97487808,1636,,Italy
5848,Q55282125,1511,,Italy
5849,Q21414454,1505,,Italy
5850,Q3615086,1577,,Italy
5851,Q112309755,1561,Elite,Italy
5852,Q3762401,1659,,Italy
5853,Q98380964,1503,,Italy
5854,Q16059800,1819,Middle Class,Italy
5855,Q822860,1775,,Italy
5856,Q3750320,1827,,Italy
5857,Q3759801,1836,,Italy
5858,Q3663234,1568,,Italy
5859,Q21209090,1842,,Italy
5860,Q20525716,1845,,Italy
5861,Q107094712,1550,,Italy
5862,Q5290091,1702,,Italy
5863,Q18416097,1770,,Italy
5864,Q764430,1821,,Italy
5865,Q64840853,1480,,Italy
5866,Q95236365,1826,,Italy
5867,Q19510403,1796,,Italy
5868,Q20088721,1848,,Italy
5869,Q1441194,1800,Middle Class,Italy
5870,Q1872946,1470,Middle Class,Italy
5871,Q1997105,1850,,Italy
5872,Q3961210,1538,Middle Class,Italy
5873,Q3770249,1797,,Italy
5874,Q5864777,1817,,Italy
5875,Q3743139,1494,,Italy
5876,Q1381744,1817,Middle Class,Italy
5877,Q16661285,1570,,Italy
5878,Q16557289,1791,,Italy
5879,Q3756985,1836,,Italy
5880,Q3614269,1794,Middle Class,Italy
5881,Q55676071,1594,Middle Class,Italy
5882,Q102076050,1816,,Italy
5883,Q3108002,1600,Elite,Italy
5884,Q3107528,1450,,Italy
5885,Q3875849,1793,,Italy
5886,Q109854453,1725,,Italy
5887,Q603707,1655,Middle Class,Italy
5888,Q55227107,1500,,Italy
5889,Q3659061,1690,,Italy
5890,Q5565524,1710,,Italy
5891,Q87721076,1626,,Italy
5892,Q100149037,1804,,Italy
5893,Q16587404,1718,,Italy
5894,Q94829592,1683,,Italy
5895,Q99670907,1848,,Italy
5896,Q1709100,1469,Middle Class,Italy
5897,Q12032638,1849,,Italy
5898,Q12957258,1747,Middle Class,Italy
5899,Q1853073,1571,Middle Class,Italy
5900,Q4865503,1600,,Italy
5901,Q2737198,1490,Middle Class,Italy
5902,Q51316435,1823,,Italy
5903,Q61483702,1550,Elite,Italy
5904,Q55108333,1822,,Italy
5905,Q102035850,1815,,Italy
5906,Q16027623,1572,,Italy
5907,Q55227958,1687,,Italy
5908,Q3531271,1647,,Italy
5909,Q3002910,1301,,Italy
5910,Q374111,1726,Middle Class,Italy
5911,Q3903853,1833,Middle Class,Italy
5912,Q7520436,1555,,Italy
5913,Q110041302,1844,,Italy
5914,Q7177913,1400,,Italy
5915,Q7026122,1585,,Italy
5916,Q3897016,1721,,Italy
5917,Q2857502,1663,,Italy
5918,Q16854109,1667,,Italy
5919,Q3770119,1801,,Italy
5920,Q12631500,1627,Middle Class,Italy
5921,Q53503048,1670,,Italy
5922,Q17341084,1836,,Italy
5923,Q3981172,1656,,Italy
5924,Q3893943,1771,,Italy
5925,Q18574634,1801,Elite,Italy
5926,Q3847909,1780,Middle Class,Italy
5927,Q1396468,1564,Elite,Italy
5928,Q1056802,1824,Middle Class,Italy
5929,Q110137189,1685,,Italy
5930,Q3677129,1796,,Italy
5931,Q18117888,1801,,Italy
5932,Q5565331,1754,Middle Class,Italy
5933,Q18385046,1470,,Italy
5934,Q2441812,1483,Middle Class,Italy
5935,Q55226536,1734,,Italy
5936,Q1054349,1483,Middle Class,Italy
5937,Q3341684,1834,,Italy
5938,Q4975142,1732,Middle Class,Italy
5939,Q94748161,1749,,Italy
5940,Q97577622,1543,,Italy
5941,Q75235298,1729,,Italy
5942,Q56394040,1790,,Italy
5943,Q3107339,1608,Middle Class,Italy
5944,Q56604298,1836,,Italy
5945,Q3093053,1833,,Italy
5946,Q3638076,1580,,Italy
5947,Q94390361,1850,,Italy
5948,Q16854132,1620,,Italy
5949,Q98755246,1584,,Italy
5950,Q3081118,1505,,Italy
5951,Q21548472,1849,,Italy
5952,Q1599136,1839,,Italy
5953,Q55227796,1727,,Italy
5954,Q23776042,1820,,Italy
5955,Q23928439,1618,,Italy
5956,Q16059918,1819,,Italy
5957,Q58479295,1775,,Italy
5958,Q3768885,1483,,Italy
5959,Q1447194,1812,,Italy
5960,Q5385222,1590,,Italy
5961,Q18945038,1778,,Italy
5962,Q3610243,1794,Middle Class,Italy
5963,Q2822748,1450,,Italy
5964,Q1372495,1826,,Italy
5965,Q50476902,1804,,Italy
5966,Q3713787,1699,,Italy
5967,Q15711269,1800,,Italy
5968,Q3723101,1834,,Italy
5969,Q3833149,1845,,Italy
5970,Q16665561,1836,,Italy
5971,Q589048,1744,Middle Class,Italy
5972,Q16963536,1835,,Italy
5973,Q63179183,1731,,Italy
5974,Q26250734,1529,,Italy
5975,Q3610250,1817,,Italy
5976,Q55225324,1789,Middle Class,Italy
5977,Q46950081,1599,,Italy
5978,Q16854106,1537,Middle Class,Italy
5979,Q18814438,1646,,Italy
5980,Q613700,1842,Middle Class,Italy
5981,Q600041,1531,Middle Class,Italy
5982,Q435151,1789,Middle Class,Italy
5983,Q22231575,1725,Elite,Italy
5984,Q2634689,1765,Middle Class,Italy
5985,Q97571261,1633,,Italy
5986,Q354537,1818,,Italy
5987,Q110017605,1843,,Italy
5988,Q38573389,1711,,Italy
5989,Q63242504,1708,,Italy
5990,Q29376618,1594,,Italy
5991,Q16882829,1842,,Italy
5992,Q65374,1842,Middle Class,Italy
5993,Q1994650,1532,,Italy
5994,Q1617909,1486,,Italy
5995,Q3558422,1645,Middle Class,Italy
5996,Q47551,1490,Middle Class,Italy
5997,Q102279700,1830,,Italy
5998,Q1042007,1829,Middle Class,Italy
5999,Q1441096,1400,,Italy
6000,Q3619841,1439,Middle Class,Italy
6001,Q1136826,1793,Middle Class,Italy
6002,Q3726034,1850,,Italy
6003,Q223725,1791,Middle Class,Italy
6004,Q5685893,1848,Middle Class,Italy
6005,Q15642848,1846,,Italy
6006,Q3608367,1848,,Italy
6007,Q5186479,1540,,Italy
6008,Q20875186,1698,,Italy
6009,Q100679857,1830,,Italy
6010,Q3658875,1733,,Italy
6011,Q1531535,1561,,Italy
6012,Q3107998,1836,,Italy
6013,Q542039,1538,Elite,Italy
6014,Q117358,1674,,Italy
6015,Q47492731,1819,,Italy
6016,Q98796698,1713,,Italy
6017,Q1936287,1775,Middle Class,Italy
6018,Q21209015,1847,Middle Class,Italy
6019,Q5563725,1595,Middle Class,Italy
6020,Q72394,1600,,Italy
6021,Q21288934,1589,,Italy
6022,Q545098,1713,,Italy
6023,Q3349311,1200,Middle Class,Italy
6024,Q3791425,1500,,Italy
6025,Q3619835,1739,,Italy
6026,Q4777090,1850,,Italy
6027,Q1246091,1779,Elite,Italy
6028,Q2738094,1569,Middle Class,Italy
6029,Q3839398,1823,,Italy
6030,Q52154200,1709,Elite,Italy
6031,Q3105031,1505,,Italy
6032,Q2939247,1510,Middle Class,Italy
6033,Q6119913,1270,,Italy
6034,Q2857404,1676,Middle Class,Italy
6035,Q15677559,1843,,Italy
6036,Q3106951,1515,Middle Class,Italy
6037,Q106856508,1803,,Italy
6038,Q354947,1626,Middle Class,Italy
6039,Q1249317,1606,Middle Class,Italy
6040,Q55900995,1826,,Italy
6041,Q3830434,1752,,Italy
6042,Q41317098,1620,,Italy
6043,Q110740035,1722,,Italy
6044,Q16839120,1775,,Italy
6045,Q3766927,1845,Middle Class,Italy
6046,Q3876559,1693,,Italy
6047,Q96038566,1812,Middle Class,Italy
6048,Q3105131,1707,Middle Class,Italy
6049,Q4002925,1300,,Italy
6050,Q982003,1679,,Italy
6051,Q2185156,1846,,Italy
6052,Q3474528,1745,,Italy
6053,Q1242157,1470,Middle Class,Italy
6054,Q1383562,1643,Middle Class,Italy
6055,Q55225027,1430,,Italy
6056,Q3107010,1570,,Italy
6057,Q3735039,1709,Middle Class,Italy
6058,Q21542644,1798,,Italy
6059,Q3894522,1785,,Italy
6060,Q2832753,1450,Middle Class,Italy
6061,Q56006856,1672,,Italy
6062,Q3735210,1480,,Italy
6063,Q98636976,1844,,Italy
6064,Q123098,1741,Middle Class,Italy
6065,Q26253848,1690,,Italy
6066,Q19288245,1619,,Italy
6067,Q61891280,1682,,Italy
6068,Q3742675,1808,,Italy
6069,Q3531260,1498,Middle Class,Italy
6070,Q112843202,1533,,Italy
6071,Q110178194,1697,,Italy
6072,Q1165466,1538,Middle Class,Italy
6073,Q21523239,1663,,Italy
6074,Q3638727,1600,,Italy
6075,Q722092,1509,Middle Class,Italy
6076,Q1234790,1530,Middle Class,Italy
6077,Q3928998,1811,,Italy
6078,Q97572052,1763,,Italy
6079,Q21031904,1826,,Italy
6080,Q472470,1790,Middle Class,Italy
6081,Q3750431,1487,,Italy
6082,Q1769197,1838,Elite,Italy
6083,Q97325508,1808,,Italy
6084,Q4013155,1571,,Italy
6085,Q1071025,1468,Middle Class,Italy
6086,Q1679017,1681,,Italy
6087,Q3770063,1837,,Italy
6088,Q16059757,1814,,Italy
6089,Q3338349,1502,,Italy
6090,Q307,1564,Middle Class,Italy
6091,Q105015363,1450,,Italy
6092,Q3766533,1799,,Italy
6093,Q1522199,1520,Middle Class,Italy
6094,Q768138,1750,,Italy
6095,Q38002025,1565,,Italy
6096,Q30302694,1535,Middle Class,Italy
6097,Q111015975,1850,,Italy
6098,Q20743052,1846,,Italy
6099,Q13178339,1844,Subsistence,Italy
6100,Q98636631,1848,,Italy
6101,Q23320909,1772,,Italy
6102,Q5565268,1832,,Italy
6103,Q4122092,1574,Middle Class,Italy
6104,Q16062305,1810,,Italy
6105,Q3617092,1654,Middle Class,Italy
6106,Q3107190,1441,,Italy
6107,Q3388111,1679,,Italy
6108,Q55226836,1618,Elite,Italy
6109,Q3619193,1412,,Italy
6110,Q3719625,1847,,Italy
6111,Q5563900,1700,Middle Class,Italy
6112,Q17453200,1829,,Italy
6113,Q3713080,1668,Middle Class,Italy
6114,Q3056029,1816,,Italy
6115,Q19288389,1635,,Italy
6116,Q55883970,1806,,Italy
6117,Q1701983,1850,,Italy
6118,Q291007,1823,,Italy
6119,Q1874821,1814,,Italy
6120,Q55134455,1792,,Italy
6121,Q3523647,1650,,Italy
6122,Q3839266,1813,,Italy
6123,Q3071892,1606,,Italy
6124,Q892563,1769,Middle Class,Italy
6125,Q95335454,1739,,Italy
6126,Q371918,1835,Middle Class,Italy
6127,Q1763917,1827,,Italy
6128,Q2857400,1500,,Italy
6129,Q236050,1552,Middle Class,Italy
6130,Q1053697,1688,,Italy
6131,Q110218495,1536,,Italy
6132,Q2337414,1788,,Italy
6133,Q3856491,1690,,Italy
6134,Q3095105,1401,,Italy
6135,Q3904067,1797,,Italy
6136,Q84729358,1798,,Italy
6137,Q3741685,1472,,Italy
6138,Q59711478,1801,,Italy
6139,Q3106998,1500,Middle Class,Italy
6140,Q5479973,1800,,Italy
6141,Q5564756,1469,Middle Class,Italy
6142,Q3940893,1809,,Italy
6143,Q7803,1503,Middle Class,Italy
6144,Q18758574,1816,,Italy
6145,Q3063991,1576,,Italy
6146,Q3756997,1799,,Italy
6147,Q959921,1745,,Italy
6148,Q961515,1669,,Italy
6149,Q3034738,1798,,Italy
6150,Q19984661,1461,,Italy
6151,Q64142,1840,,Italy
6152,Q2054380,1418,Middle Class,Italy
6153,Q2849508,1827,,Italy
6154,Q2827097,1577,,Italy
6155,Q107012661,1790,,Italy
6156,Q2832822,1635,,Italy
6157,Q55225053,1844,,Italy
6158,Q2307438,1480,,Italy
6159,Q16058849,1845,,Italy
6160,Q192374,1433,Middle Class,Italy
6161,Q3181033,1763,,Italy
6162,Q73047394,1819,,Italy
6163,Q17284981,1841,,Italy
6164,Q3745226,1621,,Italy
6165,Q492632,1624,,Italy
6166,Q3839237,1838,,Italy
6167,Q16590474,1813,,Italy
6168,Q116337,1684,Middle Class,Italy
6169,Q217435,1700,Middle Class,Italy
6170,Q3022179,1797,,Italy
6171,Q3750342,1634,,Italy
6172,Q5026708,1590,,Italy
6173,Q455128,1688,,Italy
6174,Q23054682,1820,,Italy
6175,Q21545256,1660,,Italy
6176,Q41617802,1723,,Italy
6177,Q5079798,1789,,Italy
6178,Q2895740,1504,,Italy
6179,Q15964587,1558,,Italy
6180,Q55893167,1784,,Italy
6181,Q1931109,1822,Middle Class,Italy
6182,Q102075989,1808,,Italy
6183,Q1441285,1375,Middle Class,Italy
6184,Q3638203,1727,Middle Class,Italy
6185,Q111850947,1841,,Italy
6186,Q3484037,1450,Middle Class,Italy
6187,Q1527077,1814,Middle Class,Italy
6188,Q320799,1761,Middle Class,Italy
6189,Q16010375,1446,,Italy
6190,Q16186127,1751,,Italy
6191,Q6648688,1751,,Italy
6192,Q95680481,1480,Middle Class,Italy
6193,Q107477919,1550,,Italy
6194,Q62007474,1820,Middle Class,Italy
6195,Q18716266,1703,Middle Class,Italy
6196,Q98429834,1594,,Italy
6197,Q2738600,1830,Middle Class,Italy
6198,Q3339587,1727,,Italy
6199,Q3761055,1793,,Italy
6200,Q7932225,1650,,Italy
6201,Q737983,1666,,Italy
6202,Q3904186,1832,,Italy
6203,Q428255,1841,Middle Class,Italy
6204,Q3624793,1533,Elite,Italy
6205,Q660137,1582,Elite,Italy
6206,Q88852432,1451,,Italy
6207,Q16030879,1817,,Italy
6208,Q3557560,1652,,Italy
6209,Q464471,1492,Middle Class,Italy
6210,Q3750836,1401,Middle Class,Italy
6211,Q60643106,1845,,Italy
6212,Q3897072,1667,,Italy
6213,Q16853541,1612,,Italy
6214,Q453008,1827,Middle Class,Italy
6215,Q19390163,1821,,Italy
6216,Q5443889,1798,Middle Class,Italy
6217,Q60116889,1796,,Italy
6218,Q3604382,1816,,Italy
6219,Q93253429,1727,Elite,Italy
6220,Q42153988,1764,Middle Class,Italy
6221,Q64364409,1752,,Italy
6222,Q4941997,1200,Elite,Italy
6223,Q20724583,1748,,Italy
6224,Q21587727,1785,Elite,Italy
6225,Q1152363,1683,Middle Class,Italy
6226,Q59680064,1813,,Italy
6227,Q18758591,1811,,Italy
6228,Q12265687,1814,,Italy
6229,Q97707881,1830,,Italy
6230,Q63164608,1800,,Italy
6231,Q95594576,1849,,Italy
6232,Q4216776,1712,,Italy
6233,Q55681637,1685,,Italy
