,region_name,classification,decade
1937,Italy,Middle Class,1860
1938,Italy,Middle Class,1880
1939,Italy,Middle Class,1840
1940,Italy,Middle Class,1860
1941,Italy,Middle Class,1810
1942,Italy,Middle Class,1770
1943,Italy,Middle Class,1690
1944,Italy,Middle Class,1480
1945,Italy,Middle Class,1840
1946,Italy,Middle Class,1320
1947,Italy,Middle Class,1870
1948,Italy,Middle Class,1670
1949,Italy,Middle Class,1540
1950,Italy,Middle Class,1810
1951,Italy,Middle Class,1580
1952,Italy,Middle Class,1810
1953,Italy,Middle Class,1700
1954,Italy,Middle Class,1540
1955,Italy,Middle Class,1580
1956,Italy,Middle Class,1600
1957,Italy,Middle Class,1480
1958,Italy,Middle Class,1880
1959,Italy,Elite,1710
1960,Italy,Middle Class,1880
1961,Italy,Middle Class,1540
1962,Italy,Middle Class,1470
1963,Italy,Middle Class,1850
1964,Italy,Elite,1800
1965,Italy,Middle Class,1880
1966,Italy,Middle Class,1510
1967,Italy,Middle Class,1860
1968,Italy,Middle Class,1460
1969,Italy,Middle Class,1460
1970,Italy,Elite,1420
1971,Italy,Middle Class,1600
1972,Italy,Middle Class,1530
1973,Italy,Middle Class,1780
1974,Italy,Middle Class,1460
1975,Italy,Middle Class,1610
1976,Italy,Elite,1520
1977,Italy,Middle Class,1720
1978,Italy,Middle Class,1510
1979,Italy,Middle Class,1650
1980,Italy,Middle Class,1460
1981,Italy,Middle Class,1430
1982,Italy,Middle Class,1880
1983,Italy,Middle Class,1880
1984,Italy,Middle Class,1850
1985,Italy,Middle Class,1470
1986,Italy,Middle Class,1290
1987,Italy,Middle Class,1500
1988,Italy,Middle Class,1810
1989,Italy,Elite,1830
1990,Italy,Middle Class,1560
1991,Italy,Middle Class,1850
1992,Italy,Middle Class,1540
1993,Italy,Middle Class,1800
1994,Italy,Middle Class,1790
1995,Italy,Subsistence,1840
1996,Italy,Middle Class,1540
1997,Italy,Elite,1560
1998,Italy,Middle Class,1690
1999,Italy,Middle Class,1840
2000,Italy,Middle Class,1620
2001,Italy,Elite,1700
2002,Italy,Middle Class,1410
2003,Italy,Middle Class,1580
2004,Italy,Middle Class,1720
2005,Italy,Middle Class,1700
2006,Italy,Middle Class,1760
2007,Italy,Middle Class,1520
2008,Italy,Middle Class,1520
2009,Italy,Middle Class,1300
2010,Italy,Middle Class,1850
2011,Italy,Middle Class,1620
2012,Italy,Middle Class,1850
2013,Italy,Middle Class,1520
2014,Italy,Elite,1860
2015,Italy,Middle Class,1510
2016,Italy,Elite,1850
2017,Italy,Middle Class,1690
2018,Italy,Elite,1300
2019,Italy,Middle Class,1860
2020,Italy,Middle Class,1860
2021,Italy,Middle Class,1820
2022,Italy,Middle Class,1400
2023,Italy,Middle Class,1740
2024,Italy,Middle Class,1590
2025,Italy,Middle Class,1500
2026,Italy,Middle Class,1650
2027,Italy,Middle Class,1880
2028,Italy,Middle Class,1720
2029,Italy,Middle Class,1520
2030,Italy,Middle Class,1850
2031,Italy,Middle Class,1850
2032,Italy,Middle Class,1630
2033,Italy,Middle Class,1770
2034,Italy,Middle Class,1470
2035,Italy,Middle Class,1850
2036,Italy,Middle Class,1700
2037,Italy,Middle Class,1760
2038,Italy,Middle Class,1570
2039,Italy,Middle Class,1870
2040,Italy,Middle Class,1640
2041,Italy,Middle Class,1410
2042,Italy,Elite,1680
2043,Italy,Middle Class,1420
2044,Italy,Middle Class,1720
2045,Italy,Middle Class,1560
2046,Italy,Middle Class,1620
2047,Italy,Middle Class,1630
2048,Italy,Middle Class,1530
2049,Italy,Middle Class,1820
2050,Italy,Middle Class,1830
2051,Italy,Middle Class,1510
2052,Italy,Middle Class,1730
2053,Italy,Middle Class,1490
2054,Italy,Middle Class,1880
2055,Italy,Middle Class,1480
2056,Italy,Middle Class,1500
2057,Italy,Middle Class,1540
2058,Italy,Middle Class,1650
2059,Italy,Elite,1780
2060,Italy,Elite,1500
2061,Italy,Middle Class,1310
2062,Italy,Middle Class,1820
2063,Italy,Middle Class,1600
2064,Italy,Middle Class,1860
2065,Italy,Middle Class,1860
2066,Italy,Elite,1530
2067,Italy,Elite,1660
2068,Italy,Elite,1630
2069,Italy,Elite,1260
2070,Italy,Middle Class,1820
2071,Italy,Middle Class,1560
2072,Italy,Middle Class,1540
2073,Italy,Middle Class,1700
2074,Italy,Middle Class,1820
2075,Italy,Middle Class,1560
2076,Italy,Middle Class,1580
2077,Italy,Middle Class,1570
2078,Italy,Elite,1500
2079,Italy,Elite,1530
2080,Italy,Middle Class,1640
2081,Italy,Middle Class,1850
2082,Italy,Middle Class,1580
2083,Italy,Middle Class,1760
2084,Italy,Middle Class,1840
2085,Italy,Middle Class,1880
2086,Italy,Middle Class,1490
2087,Italy,Middle Class,1520
2088,Italy,Middle Class,1510
2089,Italy,Middle Class,1510
2090,Italy,Middle Class,1490
2091,Italy,Middle Class,1740
2092,Italy,Middle Class,1510
2093,Italy,Middle Class,1740
2094,Italy,Middle Class,1540
2095,Italy,Middle Class,1560
2096,Italy,Middle Class,1760
2097,Italy,Middle Class,1610
2098,Italy,Middle Class,1480
2099,Italy,Middle Class,1810
2100,Italy,Middle Class,1830
2101,Italy,Middle Class,1690
2102,Italy,Middle Class,1850
2103,Italy,Middle Class,1520
2104,Italy,Elite,1710
2105,Italy,Middle Class,1860
2106,Italy,Subsistence,1540
2107,Italy,Middle Class,1500
2108,Italy,Middle Class,1740
2109,Italy,Middle Class,1670
2110,Italy,Middle Class,1760
2111,Italy,Middle Class,1510
2112,Italy,Middle Class,1590
2113,Italy,Middle Class,1300
2114,Italy,Middle Class,1640
2115,Italy,Middle Class,1850
2116,Italy,Middle Class,1640
2117,Italy,Middle Class,1630
2118,Italy,Middle Class,1590
2119,Italy,Middle Class,1710
2120,Italy,Middle Class,1850
2121,Italy,Middle Class,1460
2122,Italy,Middle Class,1370
2123,Italy,Middle Class,1550
2124,Italy,Middle Class,1600
2125,Italy,Elite,1820
2126,Italy,Middle Class,1450
2127,Italy,Middle Class,1520
2128,Italy,Middle Class,1540
2129,Italy,Middle Class,1450
2130,Italy,Middle Class,1540
2131,Italy,Middle Class,1660
2132,Italy,Middle Class,1730
2133,Italy,Middle Class,1880
2134,Italy,Elite,1260
2135,Italy,Middle Class,1560
2136,Italy,Middle Class,1830
2137,Italy,Middle Class,1610
2138,Italy,Middle Class,1440
2139,Italy,Elite,1570
2140,Italy,Elite,1500
2141,Italy,Middle Class,1490
2142,Italy,Middle Class,1830
2143,Italy,Middle Class,1780
2144,Italy,Middle Class,1530
2145,Italy,Middle Class,1300
2146,Italy,Middle Class,1530
2147,Italy,Middle Class,1460
2148,Italy,Middle Class,1530
2149,Italy,Middle Class,1880
2150,Italy,Middle Class,1800
2151,Italy,Elite,1640
2152,Italy,Middle Class,1600
2153,Italy,Middle Class,1830
2154,Italy,Middle Class,1640
2155,Italy,Middle Class,1860
2156,Italy,Middle Class,1580
2157,Italy,Middle Class,1690
2158,Italy,Middle Class,1700
2159,Italy,Middle Class,1590
2160,Italy,Middle Class,1660
2161,Italy,Middle Class,1770
2162,Italy,Middle Class,1630
2163,Italy,Middle Class,1670
2164,Italy,Middle Class,1880
2165,Italy,Middle Class,1770
2166,Italy,Elite,1760
2167,Italy,Middle Class,1660
2168,Italy,Middle Class,1640
2169,Italy,Middle Class,1560
2170,Italy,Middle Class,1720
2171,Italy,Middle Class,1710
2172,Italy,Middle Class,1620
2173,Italy,Middle Class,1840
2174,Italy,Middle Class,1570
2175,Italy,Middle Class,1690
2176,Italy,Middle Class,1480
2177,Italy,Middle Class,1600
2178,Italy,Middle Class,1520
2179,Italy,Middle Class,1520
2180,Italy,Elite,1460
2181,Italy,Middle Class,1860
2182,United Kingdom,Elite,1730
2183,United Kingdom,Middle Class,1790
2184,United Kingdom,Elite,1640
2185,United Kingdom,Elite,1840
2186,United Kingdom,Elite,1820
2187,United Kingdom,Middle Class,1780
2188,United Kingdom,Middle Class,1590
2189,United Kingdom,Middle Class,1670
2190,United Kingdom,Middle Class,1780
2191,United Kingdom,Middle Class,1850
2192,United Kingdom,Middle Class,1790
2193,United Kingdom,Elite,1670
2194,United Kingdom,Middle Class,1770
2195,United Kingdom,Middle Class,1800
2196,United Kingdom,Subsistence,1660
2197,United Kingdom,Elite,1610
2198,United Kingdom,Subsistence,1730
2199,United Kingdom,Subsistence,1830
2200,United Kingdom,Middle Class,1700
2201,United Kingdom,Elite,1630
2202,United Kingdom,Middle Class,1850
2203,United Kingdom,Middle Class,1880
2204,United Kingdom,Middle Class,1760
2205,United Kingdom,Subsistence,1780
2206,United Kingdom,Middle Class,1830
2207,United Kingdom,Middle Class,1780
2208,United Kingdom,Middle Class,1840
2209,United Kingdom,Middle Class,1860
2210,United Kingdom,Elite,1840
2211,United Kingdom,Middle Class,1870
2212,United Kingdom,Middle Class,1690
2213,United Kingdom,Middle Class,1840
2214,United Kingdom,Middle Class,1760
2215,United Kingdom,Elite,1840
2216,United Kingdom,Middle Class,1780
2217,United Kingdom,Middle Class,1820
2218,United Kingdom,Middle Class,1690
2219,United Kingdom,Middle Class,1840
2220,United Kingdom,Middle Class,1850
2221,United Kingdom,Middle Class,1790
2222,United Kingdom,Elite,1860
2223,United Kingdom,Middle Class,1820
2224,United Kingdom,Elite,1810
2225,United Kingdom,Middle Class,1570
2226,United Kingdom,Middle Class,1850
2227,United Kingdom,Middle Class,1780
2228,United Kingdom,Middle Class,1820
2229,United Kingdom,Middle Class,1860
2230,United Kingdom,Middle Class,1540
2231,United Kingdom,Elite,1780
2232,United Kingdom,Elite,1840
2233,United Kingdom,Elite,1840
2234,United Kingdom,Middle Class,1820
2235,United Kingdom,Middle Class,1680
2236,United Kingdom,Middle Class,1880
2237,United Kingdom,Middle Class,1750
2238,United Kingdom,Middle Class,1820
2239,United Kingdom,Middle Class,1810
2240,United Kingdom,Middle Class,1850
2241,United Kingdom,Middle Class,1710
2242,United Kingdom,Middle Class,1760
2243,United Kingdom,Elite,1870
2244,United Kingdom,Elite,1880
2245,United Kingdom,Elite,1780
2246,United Kingdom,Middle Class,1760
2247,United Kingdom,Elite,1800
2248,United Kingdom,Elite,1650
2249,United Kingdom,Middle Class,1640
2250,United Kingdom,Elite,1860
2251,United Kingdom,Middle Class,1700
2252,United Kingdom,Middle Class,1810
2253,United Kingdom,Middle Class,1850
2254,United Kingdom,Middle Class,1850
2255,United Kingdom,Middle Class,1860
2256,United Kingdom,Middle Class,1870
2257,United Kingdom,Middle Class,1660
2258,United Kingdom,Middle Class,1850
2259,United Kingdom,Middle Class,1880
2260,United Kingdom,Middle Class,1820
2261,United Kingdom,Middle Class,1630
2262,United Kingdom,Middle Class,1850
2263,United Kingdom,Middle Class,1820
2264,United Kingdom,Middle Class,1870
2265,United Kingdom,Middle Class,1820
2266,United Kingdom,Elite,1800
2267,United Kingdom,Middle Class,1850
2268,United Kingdom,Middle Class,1790
2269,United Kingdom,Middle Class,1640
2270,United Kingdom,Elite,1770
2271,United Kingdom,Middle Class,1880
2272,United Kingdom,Middle Class,1880
2273,United Kingdom,Elite,1880
2274,United Kingdom,Elite,1820
2275,United Kingdom,Middle Class,1790
2276,United Kingdom,Middle Class,1760
2277,United Kingdom,Middle Class,1730
2278,United Kingdom,Middle Class,1600
2279,United Kingdom,Middle Class,1860
2280,United Kingdom,Middle Class,1820
2281,United Kingdom,Middle Class,1820
2282,United Kingdom,Middle Class,1830
2283,United Kingdom,Middle Class,1680
2284,United Kingdom,Elite,1740
2285,United Kingdom,Middle Class,1860
2286,United Kingdom,Middle Class,1630
2287,United Kingdom,Middle Class,1630
2288,United Kingdom,Middle Class,1780
2289,United Kingdom,Middle Class,1860
2290,United Kingdom,Middle Class,1720
2291,United Kingdom,Middle Class,1800
2292,United Kingdom,Middle Class,1850
2293,United Kingdom,Middle Class,1880
2294,United Kingdom,Middle Class,1750
2295,United Kingdom,Elite,1840
2296,United Kingdom,Middle Class,1880
2297,United Kingdom,Middle Class,1860
2298,United Kingdom,Middle Class,1830
2299,United Kingdom,Middle Class,1860
2300,United Kingdom,Middle Class,1720
2301,United Kingdom,Elite,1860
2302,United Kingdom,Middle Class,1850
2303,United Kingdom,Middle Class,1870
2304,United Kingdom,Elite,1880
2305,United Kingdom,Middle Class,1860
2306,United Kingdom,Elite,1540
2307,United Kingdom,Middle Class,1780
2308,United Kingdom,Middle Class,1840
2309,United Kingdom,Elite,1600
2310,United Kingdom,Middle Class,1720
2311,United Kingdom,Elite,1690
2312,United Kingdom,Middle Class,1840
2313,United Kingdom,Elite,1710
2314,United Kingdom,Middle Class,1640
2315,United Kingdom,Middle Class,1600
2316,United Kingdom,Elite,1830
2317,United Kingdom,Middle Class,1780
2318,United Kingdom,Elite,1600
2319,United Kingdom,Middle Class,1640
2320,United Kingdom,Middle Class,1840
2321,United Kingdom,Middle Class,1850
2322,United Kingdom,Middle Class,1820
2323,United Kingdom,Middle Class,1690
2324,United Kingdom,Middle Class,1880
2325,United Kingdom,Middle Class,1610
2326,United Kingdom,Middle Class,1850
2327,United Kingdom,Middle Class,1870
2328,United Kingdom,Middle Class,1870
2329,United Kingdom,Middle Class,1770
2330,United Kingdom,Elite,1830
2331,United Kingdom,Middle Class,1770
2332,United Kingdom,Middle Class,1630
2333,United Kingdom,Middle Class,1740
2334,United Kingdom,Middle Class,1880
2335,United Kingdom,Middle Class,1860
2336,United Kingdom,Middle Class,1590
2337,United Kingdom,Middle Class,1810
2338,United Kingdom,Middle Class,1770
2339,United Kingdom,Middle Class,1860
2340,United Kingdom,Middle Class,1840
2341,United Kingdom,Middle Class,1820
2342,United Kingdom,Middle Class,1820
2343,United Kingdom,Middle Class,1840
2344,United Kingdom,Middle Class,1630
2345,United Kingdom,Middle Class,1710
2346,United Kingdom,Middle Class,1820
2347,United Kingdom,Middle Class,1860
2348,United Kingdom,Middle Class,1860
2349,United Kingdom,Middle Class,1880
2350,United Kingdom,Middle Class,1830
2351,United Kingdom,Middle Class,1840
2352,United Kingdom,Elite,1850
2353,United Kingdom,Elite,1880
2354,United Kingdom,Middle Class,1740
2355,United Kingdom,Middle Class,1580
2356,United Kingdom,Elite,1780
2357,United Kingdom,Middle Class,1600
2358,United Kingdom,Middle Class,1760
2359,United Kingdom,Middle Class,1740
2360,United Kingdom,Middle Class,1880
2361,United Kingdom,Middle Class,1880
2362,United Kingdom,Middle Class,1780
2363,United Kingdom,Middle Class,1800
2364,United Kingdom,Elite,1760
2365,United Kingdom,Elite,1790
2366,United Kingdom,Elite,1820
2367,United Kingdom,Elite,1820
2368,United Kingdom,Middle Class,1810
2369,United Kingdom,Middle Class,1860
2370,United Kingdom,Middle Class,1850
2371,United Kingdom,Middle Class,1880
2372,United Kingdom,Middle Class,1870
2373,United Kingdom,Middle Class,1850
2374,United Kingdom,Middle Class,1860
2375,United Kingdom,Middle Class,1850
2376,United Kingdom,Middle Class,1810
2377,United Kingdom,Middle Class,1860
2378,United Kingdom,Elite,1580
2379,United Kingdom,Middle Class,1860
2380,United Kingdom,Middle Class,1810
2381,United Kingdom,Middle Class,1710
2382,United Kingdom,Middle Class,1860
2383,United Kingdom,Middle Class,1810
2384,United Kingdom,Middle Class,1860
2385,United Kingdom,Middle Class,1830
2386,United Kingdom,Middle Class,1720
2387,United Kingdom,Middle Class,1840
2388,United Kingdom,Middle Class,1860
2389,United Kingdom,Middle Class,1840
2390,United Kingdom,Elite,1840
2391,United Kingdom,Elite,1780
2392,United Kingdom,Elite,1880
2393,United Kingdom,Middle Class,1650
2394,United Kingdom,Middle Class,1820
2395,United Kingdom,Elite,1770
2396,United Kingdom,Middle Class,1720
2397,United Kingdom,Middle Class,1840
2398,United Kingdom,Middle Class,1720
2399,United Kingdom,Middle Class,1730
2400,United Kingdom,Middle Class,1840
2401,United Kingdom,Subsistence,1760
2402,United Kingdom,Middle Class,1760
2403,United Kingdom,Middle Class,1810
2404,United Kingdom,Middle Class,1880
2405,United Kingdom,Elite,1850
2406,United Kingdom,Middle Class,1850
2407,United Kingdom,Middle Class,1820
2408,United Kingdom,Middle Class,1840
2409,United Kingdom,Middle Class,1830
2410,United Kingdom,Middle Class,1710
2411,United Kingdom,Middle Class,1800
2412,United Kingdom,Middle Class,1820
2413,United Kingdom,Middle Class,1760
2414,United Kingdom,Middle Class,1790
2415,United Kingdom,Middle Class,1790
2416,United Kingdom,Middle Class,1760
2417,United Kingdom,Middle Class,1760
2418,United Kingdom,Middle Class,1830
2419,United Kingdom,Middle Class,1810
2420,United Kingdom,Middle Class,1810
2421,United Kingdom,Middle Class,1850
2422,United Kingdom,Middle Class,1710
2423,United Kingdom,Middle Class,1850
2424,United Kingdom,Elite,1670
2425,United Kingdom,Middle Class,1880
2426,United Kingdom,Middle Class,1730
2427,United Kingdom,Middle Class,1730
2428,United Kingdom,Subsistence,1880
2429,United Kingdom,Middle Class,1860
2430,United Kingdom,Middle Class,1840
2431,United Kingdom,Middle Class,1640
2432,United Kingdom,Middle Class,1840
2433,United Kingdom,Middle Class,1870
2434,United Kingdom,Middle Class,1780
2435,United Kingdom,Middle Class,1860
2436,United Kingdom,Middle Class,1740
2437,United Kingdom,Middle Class,1880
2438,United Kingdom,Middle Class,1850
2439,United Kingdom,Middle Class,1600
2440,United Kingdom,Middle Class,1810
2441,United Kingdom,Middle Class,1590
2442,United Kingdom,Middle Class,1800
2443,United Kingdom,Middle Class,1870
2444,United Kingdom,Middle Class,1760
2445,United Kingdom,Middle Class,1850
2446,United Kingdom,Middle Class,1740
2447,United Kingdom,Middle Class,1860
2448,United Kingdom,Middle Class,1630
2449,United Kingdom,Middle Class,1590
2450,United Kingdom,Middle Class,1880
2451,United Kingdom,Elite,1720
2452,United Kingdom,Middle Class,1850
2453,United Kingdom,Middle Class,1860
2454,United Kingdom,Middle Class,1780
2455,United Kingdom,Middle Class,1570
2456,United Kingdom,Middle Class,1860
2457,United Kingdom,Middle Class,1860
2458,United Kingdom,Middle Class,1790
2459,United Kingdom,Elite,1590
2460,United Kingdom,Elite,1870
2461,United Kingdom,Middle Class,1870
2462,United Kingdom,Middle Class,1550
2463,United Kingdom,Elite,1880
2464,United Kingdom,Middle Class,1860
2465,United Kingdom,Elite,1860
2466,United Kingdom,Middle Class,1850
2467,United Kingdom,Middle Class,1860
2468,United Kingdom,Middle Class,1580
2469,United Kingdom,Middle Class,1760
2470,United Kingdom,Middle Class,1760
2471,United Kingdom,Middle Class,1730
2472,United Kingdom,Middle Class,1790
2473,United Kingdom,Middle Class,1610
2474,United Kingdom,Middle Class,1760
2475,United Kingdom,Middle Class,1720
2476,United Kingdom,Middle Class,1820
2477,United Kingdom,Middle Class,1800
2478,United Kingdom,Middle Class,1780
2479,United Kingdom,Middle Class,1760
2480,United Kingdom,Middle Class,1740
2481,United Kingdom,Middle Class,1850
2482,United Kingdom,Middle Class,1840
2483,United Kingdom,Middle Class,1700
2484,United Kingdom,Middle Class,1720
2485,United Kingdom,Middle Class,1840
2486,United Kingdom,Middle Class,1850
2487,United Kingdom,Middle Class,1680
2488,United Kingdom,Middle Class,1560
2489,United Kingdom,Elite,1650
2490,United Kingdom,Middle Class,1760
2491,United Kingdom,Middle Class,1870
2492,United Kingdom,Elite,1630
2493,United Kingdom,Middle Class,1880
2494,United Kingdom,Middle Class,1730
2495,United Kingdom,Middle Class,1790
2496,United Kingdom,Middle Class,1680
2497,United Kingdom,Middle Class,1880
2498,United Kingdom,Middle Class,1820
2499,United Kingdom,Middle Class,1710
2500,United Kingdom,Middle Class,1880
2501,United Kingdom,Elite,1650
2502,United Kingdom,Middle Class,1610
2503,United Kingdom,Middle Class,1600
2504,United Kingdom,Middle Class,1840
2505,United Kingdom,Middle Class,1850
2506,United Kingdom,Middle Class,1810
2507,United Kingdom,Middle Class,1660
2508,United Kingdom,Elite,1840
2509,United Kingdom,Middle Class,1650
2510,United Kingdom,Elite,1580
2511,United Kingdom,Middle Class,1840
2512,United Kingdom,Middle Class,1740
2513,United Kingdom,Elite,1680
2514,United Kingdom,Middle Class,1840
2515,United Kingdom,Middle Class,1860
2516,United Kingdom,Middle Class,1860
2517,United Kingdom,Middle Class,1860
2518,United Kingdom,Middle Class,1810
2519,United Kingdom,Elite,1720
2520,United Kingdom,Middle Class,1590
2521,United Kingdom,Middle Class,1690
2522,United Kingdom,Middle Class,1880
2523,United Kingdom,Middle Class,1880
2524,United Kingdom,Middle Class,1670
2525,United Kingdom,Middle Class,1740
2526,United Kingdom,Elite,1800
2527,United Kingdom,Middle Class,1840
2528,United Kingdom,Middle Class,1770
2529,United Kingdom,Subsistence,1800
2530,United Kingdom,Middle Class,1870
2531,United Kingdom,Middle Class,1880
2532,United Kingdom,Middle Class,1870
2533,United Kingdom,Middle Class,1870
2534,United Kingdom,Middle Class,1810
2535,United Kingdom,Elite,1660
2536,United Kingdom,Middle Class,1850
2537,United Kingdom,Middle Class,1860
2538,United Kingdom,Middle Class,1790
2539,United Kingdom,Middle Class,1730
2540,United Kingdom,Middle Class,1750
2541,United Kingdom,Middle Class,1800
2542,United Kingdom,Middle Class,1810
2543,United Kingdom,Middle Class,1690
2544,United Kingdom,Middle Class,1870
2545,United Kingdom,Middle Class,1750
2546,United Kingdom,Elite,1660
2547,United Kingdom,Middle Class,1680
2548,United Kingdom,Middle Class,1610
2549,United Kingdom,Middle Class,1620
2550,United Kingdom,Middle Class,1860
2551,United Kingdom,Middle Class,1840
2552,United Kingdom,Elite,1850
2553,United Kingdom,Subsistence,1830
2554,United Kingdom,Middle Class,1880
2555,United Kingdom,Subsistence,1860
2556,United Kingdom,Middle Class,1680
2557,United Kingdom,Middle Class,1800
2558,United Kingdom,Middle Class,1860
2559,United Kingdom,Middle Class,1840
2560,United Kingdom,Middle Class,1860
2561,United Kingdom,Middle Class,1770
2562,United Kingdom,Subsistence,1680
2563,United Kingdom,Middle Class,1880
2564,United Kingdom,Middle Class,1840
2565,United Kingdom,Middle Class,1860
2566,United Kingdom,Subsistence,1790
2567,United Kingdom,Middle Class,1670
2568,United Kingdom,Elite,1720
2569,United Kingdom,Middle Class,1860
2570,United Kingdom,Elite,1790
2571,United Kingdom,Middle Class,1850
2572,United Kingdom,Elite,1820
2573,United Kingdom,Middle Class,1780
2574,United Kingdom,Middle Class,1760
2575,United Kingdom,Elite,1790
2576,United Kingdom,Middle Class,1860
2577,United Kingdom,Middle Class,1780
2578,United Kingdom,Middle Class,1800
2579,United Kingdom,Elite,1860
2580,United Kingdom,Elite,1800
2581,United Kingdom,Elite,1590
2582,United Kingdom,Middle Class,1830
2583,United Kingdom,Middle Class,1880
2584,United Kingdom,Middle Class,1860
2585,United Kingdom,Middle Class,1770
2586,United Kingdom,Middle Class,1570
2587,United Kingdom,Middle Class,1850
2588,United Kingdom,Middle Class,1800
2589,United Kingdom,Middle Class,1840
2590,United Kingdom,Middle Class,1750
2591,United Kingdom,Middle Class,1860
2592,United Kingdom,Middle Class,1880
2593,United Kingdom,Middle Class,1680
2594,United Kingdom,Middle Class,1810
2595,United Kingdom,Middle Class,1670
2596,United Kingdom,Middle Class,1830
2597,United Kingdom,Elite,1660
2598,United Kingdom,Middle Class,1790
2599,United Kingdom,Elite,1870
2600,United Kingdom,Middle Class,1870
2601,United Kingdom,Elite,1880
2602,United Kingdom,Middle Class,1880
2603,United Kingdom,Middle Class,1880
2604,United Kingdom,Middle Class,1790
2605,United Kingdom,Middle Class,1850
2606,United Kingdom,Subsistence,1800
2607,United Kingdom,Middle Class,1600
2608,United Kingdom,Middle Class,1850
2609,United Kingdom,Middle Class,1880
2610,United Kingdom,Middle Class,1830
2611,United Kingdom,Middle Class,1710
2612,United Kingdom,Middle Class,1600
2613,United Kingdom,Middle Class,1780
2614,United Kingdom,Middle Class,1820
2615,United Kingdom,Elite,1710
2616,United Kingdom,Middle Class,1840
2617,United Kingdom,Middle Class,1850
2618,United Kingdom,Elite,1800
2619,United Kingdom,Elite,1750
2620,United Kingdom,Middle Class,1870
2621,United Kingdom,Middle Class,1850
2622,United Kingdom,Middle Class,1840
2623,United Kingdom,Middle Class,1840
2624,United Kingdom,Middle Class,1820
2625,United Kingdom,Middle Class,1770
2626,United Kingdom,Middle Class,1810
2627,United Kingdom,Middle Class,1860
2628,United Kingdom,Middle Class,1650
2629,United Kingdom,Middle Class,1780
2630,United Kingdom,Middle Class,1610
2631,United Kingdom,Middle Class,1820
2632,United Kingdom,Middle Class,1790
2633,United Kingdom,Subsistence,1870
2634,United Kingdom,Elite,1670
2635,United Kingdom,Middle Class,1750
2636,United Kingdom,Middle Class,1780
2637,United Kingdom,Middle Class,1590
2638,United Kingdom,Elite,1830
2639,United Kingdom,Middle Class,1760
2640,United Kingdom,Middle Class,1880
2641,United Kingdom,Middle Class,1770
2642,United Kingdom,Middle Class,1820
2643,United Kingdom,Middle Class,1810
2644,United Kingdom,Middle Class,1790
2645,United Kingdom,Elite,1830
2646,United Kingdom,Middle Class,1850
2647,United Kingdom,Middle Class,1820
2648,United Kingdom,Elite,1750
2649,United Kingdom,Middle Class,1760
2650,United Kingdom,Middle Class,1670
2651,United Kingdom,Middle Class,1780
2652,United Kingdom,Middle Class,1650
2653,United Kingdom,Middle Class,1760
2654,United Kingdom,Middle Class,1830
2655,United Kingdom,Middle Class,1840
2656,United Kingdom,Middle Class,1840
2657,United Kingdom,Elite,1670
2658,United Kingdom,Middle Class,1860
2659,United Kingdom,Middle Class,1670
2660,United Kingdom,Elite,1860
2661,United Kingdom,Middle Class,1810
2662,United Kingdom,Elite,1830
2663,United Kingdom,Middle Class,1860
2664,United Kingdom,Middle Class,1830
2665,United Kingdom,Middle Class,1760
2666,United Kingdom,Elite,1850
2667,United Kingdom,Middle Class,1860
2668,United Kingdom,Elite,1680
2669,United Kingdom,Middle Class,1850
2670,United Kingdom,Middle Class,1850
2671,United Kingdom,Middle Class,1620
2672,United Kingdom,Middle Class,1830
2673,United Kingdom,Middle Class,1850
2674,United Kingdom,Middle Class,1870
2675,United Kingdom,Middle Class,1760
2676,United Kingdom,Subsistence,1800
2677,United Kingdom,Middle Class,1880
2678,United Kingdom,Middle Class,1660
2679,United Kingdom,Middle Class,1870
2680,United Kingdom,Middle Class,1810
2681,United Kingdom,Elite,1820
2682,United Kingdom,Middle Class,1720
2683,United Kingdom,Middle Class,1830
2684,United Kingdom,Elite,1780
2685,United Kingdom,Middle Class,1860
2686,United Kingdom,Middle Class,1880
2687,United Kingdom,Elite,1840
2688,United Kingdom,Elite,1880
2689,United Kingdom,Middle Class,1800
2690,United Kingdom,Middle Class,1860
2691,United Kingdom,Middle Class,1870
2692,United Kingdom,Middle Class,1720
2693,United Kingdom,Middle Class,1770
2694,United Kingdom,Elite,1760
2695,United Kingdom,Middle Class,1870
2696,United Kingdom,Middle Class,1590
2697,United Kingdom,Elite,1620
2698,United Kingdom,Middle Class,1780
2699,United Kingdom,Elite,1750
2700,United Kingdom,Middle Class,1630
2701,United Kingdom,Elite,1660
2702,United Kingdom,Middle Class,1610
2703,United Kingdom,Middle Class,1720
2704,United Kingdom,Middle Class,1800
2705,United Kingdom,Elite,1840
2706,United Kingdom,Middle Class,1780
2707,United Kingdom,Elite,1830
2708,United Kingdom,Middle Class,1840
2709,United Kingdom,Middle Class,1810
2710,United Kingdom,Middle Class,1700
2711,United Kingdom,Elite,1840
2712,United Kingdom,Middle Class,1810
2713,United Kingdom,Middle Class,1880
2714,United Kingdom,Middle Class,1820
2715,United Kingdom,Middle Class,1860
2716,United Kingdom,Middle Class,1880
2717,United Kingdom,Middle Class,1650
2718,United Kingdom,Middle Class,1810
2719,United Kingdom,Middle Class,1670
2720,United Kingdom,Elite,1840
2721,United Kingdom,Middle Class,1740
2722,United Kingdom,Middle Class,1760
2723,United Kingdom,Subsistence,1860
2724,United Kingdom,Elite,1750
