,region_name,classification,decade
3474,United Kingdom,Middle Class,1850
3475,United Kingdom,Middle Class,1790
3476,United Kingdom,Middle Class,1700
3477,United Kingdom,Elite,1820
3478,United Kingdom,Elite,1690
3479,United Kingdom,Elite,1880
3480,United Kingdom,Middle Class,1580
3481,United Kingdom,Middle Class,1820
3482,United Kingdom,Middle Class,1880
3483,United Kingdom,Elite,1650
3484,United Kingdom,Middle Class,1870
3485,United Kingdom,Middle Class,1760
3486,United Kingdom,Middle Class,1620
3487,United Kingdom,Middle Class,1610
3488,United Kingdom,Middle Class,1870
3489,United Kingdom,Middle Class,1780
3490,United Kingdom,Middle Class,1780
3491,United Kingdom,Elite,1780
3492,United Kingdom,Middle Class,1830
3493,United Kingdom,Middle Class,1840
3494,United Kingdom,Middle Class,1820
3495,United Kingdom,Middle Class,1860
3496,United Kingdom,Middle Class,1700
3497,United Kingdom,Middle Class,1810
3498,United Kingdom,Middle Class,1880
3499,United Kingdom,Middle Class,1640
3500,United Kingdom,Elite,1600
3501,United Kingdom,Middle Class,1810
3502,United Kingdom,Middle Class,1810
3503,United Kingdom,Middle Class,1880
3504,United Kingdom,Middle Class,1780
3505,United Kingdom,Middle Class,1740
3506,United Kingdom,Middle Class,1830
3507,United Kingdom,Middle Class,1800
3508,United Kingdom,Middle Class,1860
3509,United Kingdom,Middle Class,1820
3510,United Kingdom,Middle Class,1850
3511,United Kingdom,Middle Class,1870
3512,United Kingdom,Elite,1780
3513,United Kingdom,Middle Class,1870
3514,United Kingdom,Middle Class,1770
3515,United Kingdom,Middle Class,1810
3516,United Kingdom,Middle Class,1570
3517,United Kingdom,Middle Class,1880
3518,United Kingdom,Middle Class,1850
3519,United Kingdom,Middle Class,1820
3520,United Kingdom,Middle Class,1870
3521,United Kingdom,Middle Class,1760
3522,United Kingdom,Subsistence,1790
3523,United Kingdom,Middle Class,1840
3524,United Kingdom,Middle Class,1720
3525,United Kingdom,Middle Class,1840
3526,United Kingdom,Elite,1880
3527,United Kingdom,Middle Class,1810
3528,United Kingdom,Middle Class,1730
3529,United Kingdom,Elite,1880
3530,United Kingdom,Elite,1780
3531,United Kingdom,Middle Class,1860
3532,United Kingdom,Elite,1840
3533,United Kingdom,Middle Class,1830
3534,United Kingdom,Middle Class,1870
3535,United Kingdom,Subsistence,1830
3536,United Kingdom,Middle Class,1730
3537,United Kingdom,Middle Class,1720
3538,United Kingdom,Middle Class,1830
3539,United Kingdom,Middle Class,1850
3540,United Kingdom,Middle Class,1770
3541,United Kingdom,Middle Class,1860
3542,United Kingdom,Middle Class,1810
3543,United Kingdom,Middle Class,1820
3544,United Kingdom,Middle Class,1790
3545,United Kingdom,Middle Class,1770
3546,United Kingdom,Middle Class,1850
3547,United Kingdom,Elite,1750
3548,United Kingdom,Elite,1870
3549,United Kingdom,Elite,1810
3550,United Kingdom,Middle Class,1640
3551,United Kingdom,Middle Class,1770
3552,United Kingdom,Middle Class,1610
3553,United Kingdom,Middle Class,1710
3554,United Kingdom,Middle Class,1860
3555,United Kingdom,Middle Class,1780
3556,United Kingdom,Middle Class,1760
3557,United Kingdom,Middle Class,1880
3558,United Kingdom,Middle Class,1610
3559,United Kingdom,Elite,1830
3560,United Kingdom,Middle Class,1750
3561,United Kingdom,Middle Class,1880
3562,United Kingdom,Middle Class,1730
3563,United Kingdom,Middle Class,1720
3564,United Kingdom,Middle Class,1700
3565,United Kingdom,Middle Class,1610
3566,United Kingdom,Middle Class,1790
3567,United Kingdom,Middle Class,1680
3568,United Kingdom,Middle Class,1670
3569,United Kingdom,Middle Class,1820
3570,United Kingdom,Middle Class,1760
3571,United Kingdom,Middle Class,1670
3572,United Kingdom,Subsistence,1800
3573,United Kingdom,Middle Class,1860
3574,United Kingdom,Middle Class,1750
3575,United Kingdom,Middle Class,1820
3576,United Kingdom,Elite,1770
3577,United Kingdom,Elite,1850
3578,United Kingdom,Middle Class,1760
3579,United Kingdom,Middle Class,1870
3580,United Kingdom,Middle Class,1850
3581,United Kingdom,Elite,1840
3582,United Kingdom,Elite,1660
3583,United Kingdom,Middle Class,1600
3584,United Kingdom,Middle Class,1830
3585,United Kingdom,Middle Class,1680
3586,United Kingdom,Middle Class,1850
3587,United Kingdom,Middle Class,1690
3588,United Kingdom,Middle Class,1870
3589,United Kingdom,Middle Class,1750
3590,United Kingdom,Middle Class,1870
3591,United Kingdom,Middle Class,1830
3592,United Kingdom,Middle Class,1800
3593,United Kingdom,Middle Class,1840
3594,United Kingdom,Elite,1810
3595,United Kingdom,Middle Class,1610
3596,United Kingdom,Elite,1650
3597,United Kingdom,Elite,1850
3598,United Kingdom,Middle Class,1820
3599,United Kingdom,Middle Class,1690
3600,United Kingdom,Middle Class,1870
3601,United Kingdom,Middle Class,1860
3602,United Kingdom,Middle Class,1680
3603,United Kingdom,Middle Class,1800
3604,United Kingdom,Subsistence,1830
3605,United Kingdom,Elite,1880
3606,United Kingdom,Middle Class,1840
3607,United Kingdom,Middle Class,1840
3608,United Kingdom,Middle Class,1590
3609,United Kingdom,Middle Class,1800
3610,United Kingdom,Middle Class,1700
3611,United Kingdom,Elite,1880
3612,United Kingdom,Middle Class,1880
3613,United Kingdom,Middle Class,1720
3614,Japan,Elite,1190
3615,Japan,Middle Class,1790
3616,Japan,Middle Class,1800
3617,Japan,Middle Class,1580
3618,Japan,Middle Class,1810
3619,Japan,Subsistence,1880
3620,Japan,Middle Class,1650
3621,Japan,Middle Class,1870
3622,Japan,Middle Class,1780
3623,Japan,Middle Class,1830
3624,Japan,Elite,1560
3625,Japan,Elite,1000
3626,Japan,Middle Class,1640
3627,Japan,Middle Class,1870
3628,Japan,Elite,1510
3629,Japan,Elite,1270
3630,Japan,Middle Class,1880
3631,Japan,Elite,1880
3632,Japan,Elite,1260
3633,Japan,Middle Class,1390
3634,Japan,Middle Class,1840
3635,Japan,Middle Class,1660
3636,Japan,Elite,1860
3637,Japan,Middle Class,1820
3638,Japan,Middle Class,1790
3639,Japan,Middle Class,1880
3640,Japan,Middle Class,1660
3641,Japan,Elite,1310
3642,Japan,Middle Class,1780
3643,Japan,Middle Class,1740
3644,Japan,Elite,1490
3645,Japan,Middle Class,1830
3646,Japan,Middle Class,1840
3647,Japan,Middle Class,1870
3648,Japan,Middle Class,1880
3649,Japan,Middle Class,1870
3650,Japan,Middle Class,1880
3651,Japan,Middle Class,1880
3652,Japan,Middle Class,1870
3653,Japan,Middle Class,1880
3654,Japan,Middle Class,1820
3655,Japan,Middle Class,1800
3656,Japan,Elite,1600
3657,Japan,Elite,1480
3658,Japan,Middle Class,1840
3659,Japan,Middle Class,1870
3660,Japan,Middle Class,1750
3661,Japan,Middle Class,1880
3662,Japan,Middle Class,1880
3663,Japan,Middle Class,1810
3664,Japan,Middle Class,1840
3665,Japan,Middle Class,1880
3666,Japan,Middle Class,1840
3667,Japan,Middle Class,1810
3668,Japan,Elite,1280
3669,Japan,Elite,1320
3670,Japan,Middle Class,1860
3671,Japan,Elite,1280
3672,Japan,Middle Class,1880
3673,Japan,Elite,1180
3674,Japan,Elite,1840
3675,Japan,Elite,1200
3676,Japan,Elite,1670
3677,Japan,Middle Class,1880
3678,Japan,Elite,1880
3679,Japan,Elite,1860
3680,Japan,Elite,1880
3681,Japan,Middle Class,1740
3682,Japan,Elite,1190
3683,Japan,Middle Class,1800
3684,Japan,Elite,1620
3685,Japan,Middle Class,1780
3686,Japan,Middle Class,1870
3687,Japan,Middle Class,1780
3688,Japan,Middle Class,1840
3689,Japan,Middle Class,1730
3690,Japan,Middle Class,1880
3691,Japan,Middle Class,1760
3692,Japan,Middle Class,1830
3693,Japan,Middle Class,1800
3694,Japan,Middle Class,1830
3695,Japan,Middle Class,1830
3696,Japan,Middle Class,1810
3697,Japan,Middle Class,1790
3698,Japan,Middle Class,1840
3699,Japan,Middle Class,1690
3700,Japan,Middle Class,1870
3701,Japan,Middle Class,1850
3702,Japan,Middle Class,1820
3703,Japan,Elite,1590
3704,Japan,Middle Class,1880
3705,Japan,Middle Class,1820
3706,Japan,Middle Class,1780
3707,Japan,Middle Class,1760
3708,Japan,Elite,1640
3709,Japan,Middle Class,1750
3710,Japan,Middle Class,1860
3711,Japan,Middle Class,1680
3712,Japan,Elite,1880
3713,Japan,Middle Class,1800
3714,Japan,Middle Class,1810
3715,Japan,Middle Class,1830
3716,Japan,Middle Class,1780
3717,Japan,Middle Class,1840
3718,Japan,Middle Class,1860
3719,Japan,Middle Class,1670
3720,Japan,Middle Class,1820
3721,Japan,Middle Class,1870
3722,Japan,Middle Class,1800
3723,Japan,Middle Class,1860
3724,Japan,Middle Class,1820
3725,Japan,Middle Class,1880
3726,Japan,Middle Class,1760
3727,Japan,Middle Class,1880
3728,Japan,Middle Class,1740
3729,Japan,Elite,1750
3730,Japan,Elite,1780
3731,Japan,Middle Class,1800
3732,Japan,Middle Class,1850
3733,Japan,Middle Class,1880
3734,Japan,Middle Class,1880
3735,Japan,Middle Class,1860
3736,Japan,Middle Class,1880
3737,Japan,Middle Class,1730
3738,Japan,Middle Class,1850
3739,Japan,Middle Class,1730
3740,Japan,Middle Class,1810
3741,Japan,Middle Class,1850
3742,Japan,Elite,1190
3743,Japan,Elite,1190
3744,Japan,Middle Class,1810
3745,Japan,Elite,1570
3746,Japan,Elite,1310
3747,Japan,Middle Class,1710
3748,Japan,Elite,1320
3749,Japan,Middle Class,1880
3750,Japan,Middle Class,1780
3751,Japan,Middle Class,1780
3752,Japan,Middle Class,1760
3753,Japan,Middle Class,1840
3754,Japan,Middle Class,1840
3755,Japan,Middle Class,1880
3756,Japan,Middle Class,1460
3757,Japan,Middle Class,1850
3758,Japan,Middle Class,1770
3759,Japan,Middle Class,1800
3760,Japan,Middle Class,1710
3761,Japan,Elite,1850
3762,Japan,Middle Class,1810
3763,Japan,Middle Class,1850
3764,Japan,Middle Class,1800
3765,Japan,Elite,1860
3766,Japan,Middle Class,1800
3767,Japan,Middle Class,1860
3768,Japan,Middle Class,1860
3769,Japan,Middle Class,1800
3770,Japan,Middle Class,1840
3771,Japan,Elite,1870
3772,Japan,Middle Class,1820
3773,Japan,Middle Class,1870
3774,Japan,Middle Class,1780
3775,Japan,Middle Class,1750
3776,Japan,Middle Class,1800
3777,Japan,Middle Class,1840
3778,Japan,Middle Class,1690
3779,Japan,Middle Class,1850
3780,Japan,Middle Class,1830
3781,Japan,Middle Class,1780
3782,Japan,Middle Class,1790
3783,Japan,Middle Class,1710
3784,Japan,Middle Class,1860
3785,Japan,Middle Class,1870
3786,Japan,Middle Class,1830
3787,Japan,Middle Class,1870
3788,Japan,Middle Class,1830
3789,Japan,Middle Class,1870
3790,Japan,Middle Class,1860
3791,Japan,Middle Class,1860
3792,Japan,Middle Class,1840
3793,Japan,Middle Class,1870
3794,Japan,Middle Class,1880
3795,Japan,Middle Class,1880
3796,Japan,Middle Class,1870
3797,Japan,Middle Class,1880
3798,Japan,Middle Class,1830
3799,Japan,Middle Class,1870
3800,Japan,Middle Class,1860
3801,Japan,Middle Class,1860
3802,Japan,Middle Class,1860
3803,Japan,Middle Class,1850
3804,Japan,Middle Class,1870
3805,Japan,Middle Class,1860
3806,Japan,Middle Class,1870
3807,Japan,Middle Class,1860
3808,Japan,Middle Class,1860
3809,Japan,Middle Class,1880
3810,Japan,Middle Class,1880
3811,Japan,Middle Class,1870
3812,Japan,Middle Class,1820
3813,Japan,Elite,1840
3814,Japan,Middle Class,1780
3815,Japan,Middle Class,1820
3816,Japan,Middle Class,1820
3817,Japan,Elite,1520
3818,Japan,Middle Class,1670
3819,Japan,Middle Class,1810
3820,Japan,Middle Class,1790
3821,Japan,Middle Class,1770
3822,Japan,Middle Class,1760
3823,Japan,Elite,1680
3824,Japan,Elite,1160
3825,Japan,Elite,1730
3826,Japan,Middle Class,1820
3827,Japan,Middle Class,1810
3828,Japan,Middle Class,1800
3829,Japan,Middle Class,1720
3830,Japan,Middle Class,1780
3831,Japan,Elite,1070
3832,Japan,Middle Class,1750
3833,Japan,Middle Class,1790
3834,Japan,Middle Class,1720
3835,Japan,Middle Class,1750
3836,Japan,Middle Class,1790
3837,Japan,Middle Class,1840
3838,Japan,Middle Class,1830
3839,Japan,Middle Class,1870
3840,Japan,Middle Class,1810
3841,Japan,Middle Class,1880
3842,Japan,Middle Class,1850
3843,Japan,Middle Class,1880
3844,Japan,Elite,1590
3845,Japan,Middle Class,1790
3846,Japan,Middle Class,1820
3847,Japan,Middle Class,1810
3848,Japan,Elite,1850
3849,Japan,Middle Class,1620
3850,Japan,Elite,1670
3851,Japan,Elite,1620
3852,Japan,Elite,1610
3853,Japan,Middle Class,1830
3854,Japan,Middle Class,1730
3855,Japan,Middle Class,1700
3856,Japan,Middle Class,1880
3857,Japan,Elite,1670
3858,Japan,Middle Class,1850
3859,Japan,Middle Class,1730
3860,Japan,Middle Class,1800
3861,Japan,Middle Class,1620
3862,Japan,Middle Class,1850
3863,Japan,Middle Class,1870
3864,Japan,Middle Class,1870
3865,Japan,Middle Class,1820
3866,Japan,Middle Class,1850
3867,Japan,Elite,1330
3868,Japan,Middle Class,1860
3869,Japan,Middle Class,1770
3870,Japan,Middle Class,1820
3871,Japan,Middle Class,1770
3872,Japan,Middle Class,1840
3873,Japan,Middle Class,1840
3874,Japan,Middle Class,1860
3875,Japan,Middle Class,1880
3876,Japan,Elite,1120
3877,Japan,Elite,1170
3878,Japan,Middle Class,1850
3879,Japan,Middle Class,1880
3880,Japan,Elite,1880
3881,Japan,Middle Class,1730
3882,Japan,Middle Class,1880
3883,Japan,Middle Class,1610
3884,Japan,Middle Class,1800
3885,Japan,Middle Class,1820
3886,Japan,Middle Class,1810
3887,Japan,Elite,1800
3888,Japan,Middle Class,1880
3889,Japan,Middle Class,1810
3890,Japan,Middle Class,1760
3891,Japan,Middle Class,1840
3892,Japan,Middle Class,1810
3893,Japan,Middle Class,1800
3894,Japan,Middle Class,1640
3895,Japan,Elite,1180
3896,Japan,Elite,1530
3897,Japan,Middle Class,1840
3898,Japan,Middle Class,1880
3899,Japan,Middle Class,1860
3900,Japan,Middle Class,1780
3901,Japan,Middle Class,1880
3902,Japan,Middle Class,1880
3903,Japan,Middle Class,1800
3904,Japan,Middle Class,1790
3905,Japan,Elite,1040
3906,Japan,Middle Class,1840
3907,Japan,Elite,1880
3908,Japan,Middle Class,1810
3909,Japan,Middle Class,1730
3910,Japan,Middle Class,1870
3911,Japan,Middle Class,1840
3912,Japan,Middle Class,1700
3913,Japan,Middle Class,1840
3914,Japan,Elite,1640
3915,Japan,Elite,1820
3916,Japan,Middle Class,1820
3917,Japan,Middle Class,1820
3918,Japan,Middle Class,1870
3919,Japan,Middle Class,1870
3920,Japan,Elite,1780
3921,Japan,Middle Class,1880
3922,Japan,Middle Class,1790
3923,Japan,Elite,1570
3924,Japan,Elite,1880
3925,Japan,Subsistence,1860
3926,Japan,Elite,1570
3927,Japan,Middle Class,1750
3928,Japan,Middle Class,1780
3929,Japan,Middle Class,1600
3930,Japan,Middle Class,1370
3931,Japan,Middle Class,1720
3932,Japan,Elite,1840
3933,Japan,Middle Class,1860
3934,Japan,Middle Class,1610
3935,Japan,Elite,1200
3936,Japan,Elite,1700
3937,Japan,Middle Class,1680
3938,Japan,Middle Class,1360
3939,Japan,Middle Class,1730
3940,Japan,Elite,1130
3941,Japan,Middle Class,1810
3942,Japan,Middle Class,1760
3943,Japan,Middle Class,1780
3944,Japan,Elite,1320
3945,Japan,Middle Class,1780
3946,Japan,Middle Class,1800
3947,Japan,Middle Class,1870
3948,Japan,Middle Class,1770
3949,Japan,Middle Class,1820
3950,Japan,Elite,1870
3951,Japan,Elite,1630
3952,Japan,Middle Class,1760
3953,Japan,Middle Class,1820
3954,Japan,Middle Class,1690
3955,Japan,Middle Class,1720
3956,Japan,Middle Class,1680
3957,Japan,Middle Class,1820
3958,Japan,Middle Class,1880
3959,Japan,Middle Class,1790
3960,Japan,Middle Class,1480
3961,Japan,Middle Class,1680
3962,Japan,Elite,1140
3963,Japan,Middle Class,1870
3964,Japan,Elite,1280
3965,Japan,Elite,1170
3966,Japan,Middle Class,1760
3967,Japan,Elite,1420
3968,Japan,Elite,1400
3969,Japan,Middle Class,1880
3970,Japan,Middle Class,1860
3971,Japan,Middle Class,1800
3972,Japan,Middle Class,1660
3973,Japan,Elite,1610
3974,Japan,Middle Class,1870
3975,Japan,Middle Class,1810
3976,Japan,Middle Class,1870
3977,Japan,Middle Class,1860
3978,Japan,Middle Class,1880
3979,Japan,Middle Class,1670
3980,Japan,Middle Class,1820
3981,Japan,Middle Class,1800
3982,Japan,Middle Class,1860
3983,Japan,Middle Class,1850
3984,Japan,Elite,1220
3985,Japan,Middle Class,1760
3986,Japan,Middle Class,1660
3987,Japan,Middle Class,1720
3988,Japan,Middle Class,1440
3989,Japan,Elite,1440
3990,Japan,Middle Class,1630
3991,Japan,Middle Class,1870
3992,Japan,Middle Class,1740
3993,Japan,Elite,1830
3994,Japan,Middle Class,1770
3995,Japan,Middle Class,1710
3996,Japan,Middle Class,1640
3997,Japan,Middle Class,1660
3998,Japan,Middle Class,1620
3999,Japan,Elite,1210
4000,Japan,Middle Class,1640
4001,Japan,Middle Class,1870
4002,Japan,Middle Class,1880
4003,Japan,Middle Class,1730
4004,Japan,Elite,1560
4005,Japan,Middle Class,1860
4006,Japan,Middle Class,1580
4007,Japan,Middle Class,1860
4008,Japan,Middle Class,1720
4009,Japan,Middle Class,1830
4010,Japan,Middle Class,1190
4011,Japan,Middle Class,1830
4012,Japan,Middle Class,1800
4013,Japan,Middle Class,1820
4014,Japan,Elite,1310
4015,Japan,Middle Class,1700
4016,Japan,Middle Class,1870
4017,Japan,Middle Class,1600
4018,Japan,Middle Class,1820
4019,Japan,Elite,1880
4020,Japan,Middle Class,1840
4021,Japan,Elite,1860
4022,Japan,Middle Class,1700
4023,Japan,Middle Class,1700
4024,Japan,Middle Class,1800
4025,Japan,Middle Class,1770
4026,Japan,Middle Class,1830
4027,Japan,Elite,1180
4028,Japan,Middle Class,1760
4029,Japan,Middle Class,1710
4030,Japan,Middle Class,1760
4031,Japan,Elite,1270
4032,Japan,Middle Class,1860
4033,Japan,Elite,1280
4034,Japan,Middle Class,1840
4035,Japan,Middle Class,1750
4036,Japan,Middle Class,1690
4037,Japan,Middle Class,1870
4038,Japan,Middle Class,1770
4039,Japan,Middle Class,1700
4040,Japan,Middle Class,1860
4041,Japan,Middle Class,1670
4042,Japan,Middle Class,1740
4043,Japan,Elite,1180
4044,Japan,Middle Class,1740
4045,Japan,Elite,1610
4046,Japan,Middle Class,1790
4047,Japan,Middle Class,1870
4048,Japan,Middle Class,1840
4049,Japan,Middle Class,1880
4050,Japan,Middle Class,1790
4051,Japan,Middle Class,1810
4052,Japan,Elite,1720
4053,Japan,Elite,1000
4054,Japan,Middle Class,1820
4055,Japan,Middle Class,1870
4056,Japan,Middle Class,1810
4057,Japan,Middle Class,1810
4058,Japan,Middle Class,1760
4059,Japan,Middle Class,1210
4060,Japan,Middle Class,1780
4061,Japan,Middle Class,1790
4062,Japan,Middle Class,1870
4063,Japan,Middle Class,1720
4064,Japan,Middle Class,1830
4065,Japan,Elite,1490
4066,Japan,Middle Class,1680
4067,Japan,Middle Class,1880
4068,Japan,Middle Class,1780
4069,Japan,Middle Class,1730
4070,Japan,Middle Class,1680
4071,Japan,Middle Class,1830
4072,Japan,Elite,1360
4073,Japan,Middle Class,1870
4074,Japan,Middle Class,1870
4075,Japan,Elite,1790
4076,Japan,Middle Class,1740
4077,Japan,Middle Class,1650
4078,Japan,Middle Class,1870
4079,Japan,Elite,1870
4080,Japan,Middle Class,1680
4081,Japan,Elite,1180
4082,Japan,Elite,1470
4083,Japan,Elite,1200
4084,Japan,Elite,1190
4085,Japan,Middle Class,1880
4086,Japan,Middle Class,1810
4087,Japan,Middle Class,1740
4088,Japan,Elite,1790
4089,Japan,Middle Class,1550
4090,Japan,Middle Class,1880
4091,Japan,Elite,1000
4092,Japan,Middle Class,1830
4093,Japan,Elite,1840
4094,Japan,Middle Class,1770
4095,Japan,Middle Class,1880
4096,Japan,Middle Class,1750
4097,Japan,Elite,1470
4098,Japan,Middle Class,1830
4099,Japan,Elite,1310
4100,Japan,Middle Class,1760
4101,Japan,Middle Class,1280
4102,Japan,Middle Class,1560
4103,Japan,Middle Class,1590
4104,Japan,Elite,1040
4105,Japan,Middle Class,1780
4106,Japan,Elite,1650
4107,Japan,Elite,1240
4108,Japan,Middle Class,1780
4109,Japan,Middle Class,1800
4110,Japan,Middle Class,1780
4111,Japan,Middle Class,1770
4112,Japan,Middle Class,1810
4113,Japan,Middle Class,1870
4114,Japan,Middle Class,1780
4115,Japan,Elite,1210
4116,Japan,Middle Class,1860
4117,Japan,Elite,1830
4118,Japan,Elite,1320
4119,Japan,Elite,1090
4120,Japan,Middle Class,1760
4121,Japan,Middle Class,1790
4122,Japan,Middle Class,1240
4123,Japan,Elite,1880
4124,Japan,Middle Class,1820
4125,Japan,Elite,1870
4126,Japan,Elite,1200
4127,Japan,Elite,1120
4128,Japan,Elite,1090
4129,Japan,Elite,1210
4130,Japan,Elite,1100
4131,Japan,Elite,1220
4132,Japan,Elite,1210
4133,Japan,Middle Class,1780
4134,Japan,Elite,1590
4135,Japan,Middle Class,1470
4136,Japan,Middle Class,1870
4137,Japan,Middle Class,1710
4138,Japan,Elite,1240
4139,Japan,Middle Class,1690
4140,Japan,Middle Class,1770
4141,Japan,Middle Class,1710
4142,Japan,Elite,1240
4143,Japan,Middle Class,1260
4144,Japan,Middle Class,1880
4145,Japan,Middle Class,1870
4146,Japan,Middle Class,1730
4147,Japan,Middle Class,1830
4148,Japan,Elite,1090
4149,Japan,Middle Class,1800
4150,Japan,Elite,1210
4151,Japan,Middle Class,1710
4152,Japan,Middle Class,1800
4153,Japan,Elite,1540
4154,Japan,Middle Class,1810
4155,Japan,Middle Class,1870
4156,Japan,Elite,1840
4157,Japan,Middle Class,1650
4158,Japan,Elite,1870
4159,Japan,Middle Class,1790
4160,Japan,Middle Class,1680
4161,Japan,Middle Class,1800
4162,Japan,Middle Class,1790
4163,Japan,Elite,1770
4164,Japan,Middle Class,1720
4165,Japan,Middle Class,1830
4166,Japan,Elite,1750
4167,Japan,Elite,1220
4168,Japan,Elite,1080
4169,Japan,Middle Class,1770
4170,Japan,Middle Class,1810
4171,Japan,Middle Class,1720
4172,Japan,Middle Class,1790
4173,Japan,Middle Class,1880
4174,Japan,Middle Class,1590
4175,Japan,Middle Class,1780
4176,Japan,Middle Class,1730
4177,Japan,Elite,1640
4178,Japan,Elite,1180
4179,Japan,Elite,1160
4180,Japan,Middle Class,1750
4181,Japan,Middle Class,1760
4182,Japan,Middle Class,1770
4183,Japan,Middle Class,1610
4184,Japan,Elite,1220
4185,Japan,Middle Class,1830
4186,Japan,Middle Class,1860
4187,Japan,Middle Class,1700
4188,Japan,Middle Class,1650
4189,Japan,Elite,1240
4190,Japan,Elite,1780
4191,Japan,Elite,1220
4192,Japan,Middle Class,1680
4193,Japan,Middle Class,1680
4194,Japan,Middle Class,1710
4195,Japan,Middle Class,1570
4196,Japan,Middle Class,1180
4197,Japan,Elite,1480
4198,Japan,Elite,1600
4199,Japan,Elite,1640
4200,Japan,Elite,1860
4201,Japan,Middle Class,1620
4202,Japan,Elite,1610
4203,Japan,Elite,1650
4204,Japan,Elite,1670
4205,Japan,Middle Class,1800
4206,Japan,Elite,1180
4207,Japan,Middle Class,1830
4208,Japan,Middle Class,1800
4209,Japan,Elite,1220
4210,Japan,Elite,1160
4211,Japan,Middle Class,1790
4212,Japan,Elite,1240
4213,Japan,Elite,1700
4214,Japan,Middle Class,1660
4215,Japan,Elite,1240
4216,Japan,Elite,1240
4217,Japan,Middle Class,1880
4218,Japan,Elite,1280
4219,Japan,Middle Class,1690
4220,Japan,Middle Class,1650
4221,Japan,Middle Class,1630
4222,Japan,Middle Class,1750
4223,Japan,Elite,1880
4224,Japan,Elite,1140
4225,Japan,Middle Class,1760
4226,Japan,Middle Class,1720
4227,Japan,Middle Class,1690
4228,Japan,Subsistence,1750
4229,Japan,Middle Class,1780
4230,Japan,Middle Class,1790
4231,Japan,Elite,1180
4232,Japan,Elite,1700
4233,Japan,Elite,1420
4234,Japan,Middle Class,1430
4235,Japan,Middle Class,1780
4236,Japan,Middle Class,1750
4237,Japan,Middle Class,1720
4238,Japan,Elite,1240
4239,Japan,Elite,1860
4240,Japan,Elite,1230
4241,Japan,Elite,1240
4242,Japan,Elite,1210
4243,Japan,Elite,1230
4244,Japan,Middle Class,1850
4245,Japan,Elite,1800
4246,Japan,Middle Class,1860
4247,Japan,Middle Class,1870
4248,Japan,Elite,1150
4249,Japan,Middle Class,1620
4250,Japan,Elite,1150
4251,Japan,Middle Class,1870
4252,Japan,Elite,1070
4253,Japan,Middle Class,1750
4254,Japan,Elite,1280
4255,Japan,Elite,1180
4256,Japan,Middle Class,1860
4257,Japan,Elite,1860
4258,Japan,Elite,1330
4259,Japan,Elite,1260
4260,Japan,Middle Class,1860
4261,Japan,Elite,1560
4262,Japan,Elite,1450
4263,Japan,Middle Class,1680
4264,Japan,Elite,1170
4265,Japan,Elite,1530
4266,Japan,Elite,1560
4267,Japan,Elite,1680
4268,Japan,Elite,1570
4269,Japan,Elite,1380
4270,Japan,Middle Class,1840
4271,Japan,Elite,1280
4272,Japan,Elite,1860
4273,Japan,Middle Class,1880
4274,Japan,Middle Class,1840
4275,Japan,Middle Class,1840
4276,Japan,Middle Class,1880
4277,Japan,Middle Class,1880
4278,Japan,Middle Class,1870
4279,Japan,Middle Class,1820
4280,Japan,Middle Class,1740
4281,Japan,Elite,1230
4282,Japan,Elite,1080
4283,Japan,Elite,1230
4284,Japan,Middle Class,1850
4285,Japan,Elite,1010
4286,Japan,Middle Class,1720
4287,Japan,Elite,1870
4288,Japan,Middle Class,1760
4289,Japan,Elite,1600
4290,Japan,Middle Class,1700
4291,Japan,Elite,1320
4292,Japan,Elite,1300
4293,Japan,Elite,1600
4294,Japan,Elite,1200
4295,Japan,Middle Class,1760
4296,Japan,Middle Class,1860
4297,Japan,Middle Class,1770
4298,Japan,Elite,1090
4299,Japan,Middle Class,1850
4300,Japan,Middle Class,1760
4301,Japan,Elite,1310
4302,Japan,Elite,1470
4303,Japan,Middle Class,1780
4304,Japan,Middle Class,1880
4305,Japan,Middle Class,1880
4306,Japan,Middle Class,1650
4307,Japan,Middle Class,1770
4308,Japan,Middle Class,1770
4309,Japan,Middle Class,1790
4310,Japan,Middle Class,1780
4311,Japan,Elite,1880
4312,Japan,Middle Class,1830
4313,Japan,Middle Class,1790
4314,Japan,Middle Class,1760
4315,Japan,Middle Class,1660
4316,Japan,Subsistence,1360
4317,Japan,Elite,1870
4318,Japan,Middle Class,1750
4319,Japan,Elite,1180
4320,Japan,Middle Class,1690
4321,Japan,Middle Class,1860
4322,Japan,Elite,1040
4323,Japan,Middle Class,1800
4324,Japan,Middle Class,1870
4325,Japan,Middle Class,1820
4326,Japan,Elite,1430
4327,Japan,Middle Class,1690
4328,Japan,Middle Class,1680
4329,Japan,Middle Class,1460
4330,Japan,Middle Class,1880
4331,Japan,Middle Class,1810
4332,Japan,Middle Class,1850
4333,Japan,Middle Class,1800
4334,Japan,Elite,1680
4335,Japan,Middle Class,1870
4336,Japan,Middle Class,1880
4337,Japan,Middle Class,1710
4338,Japan,Middle Class,1730
4339,Japan,Elite,1120
4340,Japan,Middle Class,1790
4341,Japan,Middle Class,1700
4342,Japan,Elite,1100
4343,Japan,Elite,1200
4344,Japan,Elite,1230
4345,Japan,Middle Class,1750
4346,Japan,Middle Class,1700
4347,Japan,Elite,1580
4348,Japan,Middle Class,1800
4349,Japan,Elite,1290
4350,Japan,Middle Class,1610
